alpha,instance_id,hd_mean,hd_min,hd_max,hd_std,eng_count,bit_count,gs_count,best_energy,best_delta,target_density
0.04,67,0.12,0,3,0.5878775382679627,96,96,96,-5547.320000002298,-2.2982931113801897e-09,0.5629009265858874
0.04,68,0.1,0,4,0.5744562646538028,97,97,97,-5505.1200000024255,-2.4256223696283996e-09,0.542943692088382
0.04,69,0.29,0,8,1.1427598172844546,93,93,93,-5372.4400000024225,-2.421984390821308e-09,0.5518531717747683
0.04,70,0.0,0,0,0.0,100,100,100,-6224.600000002436,-2.435626811347902e-09,0.5531004989308624
0.04,71,0.81,0,8,1.7702824633374188,80,80,80,-5376.080000002415,-2.4147084332071245e-09,0.5473984319315752
0.04,72,0.3,0,5,0.9746794344808964,91,91,91,-5411.200000002495,-2.494743966963142e-09,0.5433000712758375
0.04,73,0.64,0,7,1.506784656146989,84,84,84,-5682.400000002427,-2.4274413590319455e-09,0.5584461867426942
0.04,74,0.49,0,5,1.1873921003611232,85,85,85,-5272.600000002456,-2.4556356947869062e-09,0.5436564504632929
0.04,75,0.06,0,3,0.42,98,98,98,-5616.680000002419,-2.418346412014216e-09,0.5548823948681397
0.04,76,0.03,0,3,0.29849623113198603,99,99,99,-5679.480000002507,-2.507476892787963e-09,0.5473984319315752
0.04,77,0.0,0,0,0.0,100,100,100,-6077.200000002529,-2.5293047656305134e-09,0.5616535994297933
0.04,78,0.52,0,5,1.2204917041913885,84,84,84,-5636.080000002471,-2.471097104717046e-09,0.5646828225231646
0.04,79,1.45,0,12,2.4550967394381833,68,68,68,-5466.52000000235,-2.3492248146794736e-09,0.5636136849607983
0.04,80,0.52,0,6,1.3673331708109768,86,86,86,-5589.760000002532,-2.5320332497358322e-09,0.5637918745545261
0.04,81,0.0,0,0,0.0,100,100,100,-5762.080000002506,-2.5056579033844173e-09,0.5555951532430506
0.04,82,0.15,0,3,0.653834841531101,95,95,95,-5923.080000002507,-2.507476892787963e-09,0.5554169636493229
0.04,83,0.24,0,3,0.8138795979750321,92,92,92,-5727.240000002481,-2.4811015464365482e-09,0.5518531717747683
0.04,84,0.03,0,3,0.29849623113198603,99,99,99,-5680.3600000024135,-2.4128894438035786e-09,0.5514967925873129
0.04,85,0.33,0,4,1.0588200980336557,91,91,91,-5551.080000002447,-2.44745024247095e-09,0.5525659301496793
0.04,86,0.2,0,4,0.7999999999999999,94,94,94,-5576.480000002546,-2.546585164964199e-09,0.5605844618674269
0.04,87,0.03,0,3,0.29849623113198603,99,99,99,-5880.680000002467,-2.4665496312081814e-09,0.5532786885245902
0.04,88,0.46,0,7,1.2760877712759418,87,87,87,-5730.120000002594,-2.5938788894563913e-09,0.5602280826799715
0.04,89,1.54,0,7,2.1043763921884318,62,62,62,-5401.240000002356,-2.356500772293657e-09,0.5502494654312188
0.04,90,0.24,0,5,0.8957678270623477,93,93,93,-5487.280000002475,-2.4756445782259107e-09,0.5563079116179616
0.04,91,0.16,0,7,0.856971411425142,96,96,96,-5764.840000002433,-2.432898327242583e-09,0.5646828225231646
0.04,92,0.0,0,0,0.0,100,100,100,-6060.840000002489,-2.4892869987525046e-09,0.5481111903064861
0.04,93,0.47,0,7,1.4032462364104172,89,89,89,-5468.920000002343,-2.342858351767063e-09,0.5646828225231646
0.04,94,0.09,0,3,0.5117616632769595,97,97,97,-5600.040000002517,-2.5174813345074654e-09,0.5593371347113328
0.04,95,0.0,0,0,0.0,100,100,100,-6269.080000002518,-2.5183908292092383e-09,0.5607626514611547
0.04,96,0.8,0,7,1.4966629547095767,76,76,76,-5726.840000002404,-2.4037944967858493e-09,0.5595153243050606
0.04,97,0.08,0,5,0.5775811631277461,98,98,98,-5604.880000002409,-2.409251464996487e-09,0.5641482537419815
0.04,98,0.25,0,4,0.852936105461599,92,92,92,-5522.760000002482,-2.482011041138321e-09,0.5479330007127584
0.04,99,0.0,0,0,0.0,100,100,100,-5930.76000000254,-2.5402187020517886e-09,0.561831789023521
0.04,100,0.45,0,6,1.2678722333105965,88,88,88,-5452.6400000024605,-2.460183168295771e-09,0.5479330007127584
0.04,101,0.09,0,3,0.5117616632769595,97,97,97,-5542.040000002434,-2.433807821944356e-09,0.5538132573057734
0.04,102,0.91,0,8,1.8925908168434085,79,79,79,-5392.040000002377,-2.3774191504344344e-09,0.5514967925873129
0.04,103,0.04,0,4,0.39799497484264795,99,99,99,-5842.360000002438,-2.4374458007514477e-09,0.5502494654312188
0.04,104,0.04,0,4,0.39799497484264795,99,99,99,-5524.400000002434,-2.434717316646129e-09,0.5548823948681397
0.04,105,0.04,0,4,0.39799497484264795,99,99,99,-5673.560000002492,-2.4929249775595963e-09,0.5514967925873129
0.04,106,0.42,0,3,1.0409610943738483,86,86,86,-6126.200000002549,-2.549313649069518e-09,0.5655737704918032
0.04,107,0.1,0,6,0.714142842854285,98,98,98,-5574.760000002435,-2.434717316646129e-09,0.5490021382751248
0.04,108,0.46,0,7,1.3521834195108295,88,88,88,-5534.360000002389,-2.3883330868557096e-09,0.554704205274412
0.04,109,0.12,0,7,0.8518215775618742,98,98,98,-5679.480000002532,-2.5320332497358322e-09,0.5630791161796151
0.04,110,0.33,0,4,1.0005498488331304,90,90,90,-5397.880000002384,-2.383785613346845e-09,0.5534568781183179
0.04,111,0.0,0,0,0.0,100,100,100,-6326.280000002363,-2.3628672352060676e-09,0.5557733428367784
0.04,112,0.0,0,0,0.0,100,100,100,-5571.7200000024895,-2.4892869987525046e-09,0.5570206699928724
0.04,113,1.33,0,8,2.025117280554388,66,66,66,-5456.960000002423,-2.422893885523081e-09,0.5575552387740556
0.04,114,3.05,0,14,3.044256887977754,38,38,38,-5506.560000002365,-2.3646862246096134e-09,0.5689593727726301
0.04,115,0.0,0,0,0.0,100,100,100,-5978.200000002615,-2.6147972675971687e-09,0.5643264433357092
0.04,116,3.09,0,9,2.538089832925541,30,30,30,-5255.6400000023705,-2.370143192820251e-09,0.5555951532430506
0.04,117,0.54,0,6,1.228169369427523,83,83,83,-5441.280000002451,-2.4510882212780416e-09,0.5465074839629366
0.04,118,0.35,0,4,1.0037429949942367,89,89,89,-5586.3200000024735,-2.473825588822365e-09,0.5548823948681397
0.04,119,0.0,0,0,0.0,100,100,100,-6757.640000002296,-2.296474121976644e-09,0.5623663578047042
0.04,120,3.11,0,19,3.864957955786841,49,49,49,-5289.440000002442,-2.4410837795585394e-09,0.5602280826799715
0.04,121,0.07,0,4,0.49507575177946256,98,98,98,-5823.480000002531,-2.5311237550340593e-09,0.5593371347113328
0.04,122,3.2,0,11,3.507135583350036,43,43,43,-5204.680000002376,-2.3756001610308886e-09,0.5445473984319316
0.04,123,0.55,0,13,1.851350858157362,89,89,89,-5453.40000000251,-2.510205376893282e-09,0.5604062722736992
0.04,124,0.12,0,4,0.6823488843692792,97,97,97,-5532.6400000024805,-2.4801920517347753e-09,0.5368852459016393
0.04,125,0.46,0,6,1.2523577763562614,87,87,87,-5492.040000002487,-2.4874680093489587e-09,0.5554169636493229
0.04,126,0.03,0,3,0.29849623113198603,99,99,99,-6155.880000002604,-2.6038833311758935e-09,0.5634354953670706
0.04,127,0.06,0,3,0.42,98,98,98,-5948.720000002335,-2.3346728994511068e-09,0.5575552387740556
0.04,128,0.03,0,3,0.29849623113198603,99,99,99,-5899.400000002617,-2.6175257517024875e-09,0.5596935138987883
0.04,129,0.18,0,3,0.712460525222275,94,94,94,-5463.920000002568,-2.5675035431049764e-09,0.5525659301496793
0.04,130,0.31,0,7,1.1806354221350468,93,93,93,-5544.760000002397,-2.396518539171666e-09,0.5486457590876693
0.04,131,0.07,0,4,0.49507575177946256,98,98,98,-5607.760000002525,-2.5247572921216488e-09,0.5490021382751248
0.04,132,1.25,0,8,2.137171027316251,71,71,71,-5348.68000000243,-2.4292603484354913e-09,0.5493585174625801
0.04,133,0.0,0,0,0.0,100,100,100,-6772.880000002444,-2.443812263663858e-09,0.5536350677120456
0.04,134,0.03,0,3,0.29849623113198603,99,99,99,-5700.840000002506,-2.5056579033844173e-09,0.5539914468995011
0.04,135,1.03,0,12,2.2111309323511352,77,77,77,-5461.040000002466,-2.4656401365064085e-09,0.5529223093371347
0.04,136,0.03,0,3,0.29849623113198603,99,99,99,-6057.720000002388,-2.3874235921539366e-09,0.5586243763364219
0.04,137,0.47,0,8,1.3300751858447704,87,87,87,-5335.240000002354,-2.3537722881883383e-09,0.5466856735566643
0.04,138,2.32,0,13,2.9728101183896696,51,51,51,-5367.320000002417,-2.4174369173124433e-09,0.5529223093371347
0.04,139,0.27,0,3,0.8585452812752511,91,91,91,-5810.720000002467,-2.4665496312081814e-09,0.5584461867426942
0.04,140,0.0,0,0,0.0,100,100,100,-5932.920000002448,-2.448359737172723e-09,0.5545260156806843
0.04,141,0.31,0,9,1.3318783728253867,94,94,94,-5398.960000002364,-2.3637767299078405e-09,0.5491803278688525
0.04,142,0.7,0,10,1.746424919657298,84,84,84,-5422.840000002383,-2.382876118645072e-09,0.5522095509622238
0.04,143,0.03,0,3,0.29849623113198603,99,99,99,-5854.720000002489,-2.4883775040507317e-09,0.5539914468995011
0.04,144,0.6,0,9,1.5099668870541498,84,84,84,-5352.8800000024185,-2.418346412014216e-09,0.5495367070563079
0.04,145,1.67,0,13,2.383505821264131,58,58,58,-5273.600000002327,-2.3264874471351504e-09,0.561831789023521
0.04,146,2.46,0,10,2.535428957789983,42,42,42,-5546.760000002373,-2.3728716769255698e-09,0.567712045616536
0.04,147,0.67,0,10,1.6065802189744527,82,82,82,-5595.480000002407,-2.407432475592941e-09,0.5627227369921597
0.04,148,0.63,0,6,1.3612861565446113,81,81,81,-5516.120000002399,-2.3992470232769847e-09,0.5506058446186742
0.04,149,1.11,0,9,1.9692384314754778,72,72,72,-5444.760000002436,-2.435626811347902e-09,0.5580898075552387
0.04,150,0.52,0,8,1.5065191668213187,88,88,88,-5503.160000002453,-2.4529072106815875e-09,0.5639700641482538
0.04,151,0.25,0,5,0.9937303457175896,94,94,94,-5501.880000002411,-2.4110704544000328e-09,0.5486457590876693
0.04,152,1.29,0,16,2.5545841148805417,72,72,72,-5200.640000002345,-2.344677341170609e-09,0.5495367070563079
0.04,153,0.4,0,7,1.2649110640673518,90,90,90,-5456.240000002426,-2.4265318643301725e-09,0.5636136849607983
0.04,154,0.13,0,4,0.6427285585688565,96,96,96,-5555.000000002409,-2.409251464996487e-09,0.5639700641482538
0.04,155,0.03,0,3,0.29849623113198603,99,99,99,-6137.560000002478,-2.4783730623312294e-09,0.562544547398432
0.04,156,1.35,0,7,1.899341991322258,63,63,63,-5425.320000002402,-2.4019755073823035e-09,0.554704205274412
0.04,157,0.48,0,8,1.42464030548065,89,89,89,-5631.360000002504,-2.5038389139808714e-09,0.5486457590876693
0.04,158,0.03,0,3,0.29849623113198603,99,99,99,-5674.080000002498,-2.498381945770234e-09,0.5491803278688525
0.04,159,0.26,0,5,0.965608616365865,93,93,93,-5636.08000000247,-2.470187610015273e-09,0.5568424803991446
0.04,160,0.0,0,0,0.0,100,100,100,-5682.720000002465,-2.4647306418046355e-09,0.5580898075552387
0.04,161,0.0,0,0,0.0,100,100,100,-6236.040000002482,-2.482011041138321e-09,0.5575552387740556
0.04,162,0.0,0,0,0.0,100,100,100,-6069.240000002468,-2.4683686206117272e-09,0.5552387740555952
0.04,163,0.0,0,0,0.0,100,100,100,-5935.240000002477,-2.4774635676294565e-09,0.5529223093371347
0.04,164,0.1,0,5,0.7000000000000001,98,98,98,-5906.640000002564,-2.5638655642978847e-09,0.5639700641482538
0.04,165,0.49,0,6,1.2529565036345036,86,86,86,-5496.360000002484,-2.483830030541867e-09,0.5573770491803278
0.04,166,0.16,0,4,0.7838367176906169,96,96,96,-5606.2400000024945,-2.494743966963142e-09,0.547576621525303
0.04,167,0.03,0,3,0.29849623113198603,99,99,99,-5664.640000002423,-2.422893885523081e-09,0.5511404133998574
0.04,168,0.32,0,4,1.0283968105745953,91,91,91,-5442.640000002482,-2.482011041138321e-09,0.5539914468995011
0.04,169,0.15,0,5,0.7533259586659682,96,96,96,-5639.920000002538,-2.5374902179464698e-09,0.5552387740555952
0.04,170,0.03,0,3,0.29849623113198603,99,99,99,-5744.000000002532,-2.5320332497358322e-09,0.5525659301496793
0.04,171,0.1,0,4,0.5744562646538028,97,97,97,-5543.960000002408,-2.408341970294714e-09,0.557911617961511
0.04,172,0.29,0,4,0.9929249719893241,92,92,92,-5532.360000002442,-2.4410837795585394e-09,0.5491803278688525
0.04,173,0.0,0,0,0.0,100,100,100,-5892.9200000025385,-2.5383997126482427e-09,0.5411617961511048
0.04,174,0.0,0,0,0.0,100,100,100,-5961.760000002481,-2.4811015464365482e-09,0.5511404133998574
0.04,175,0.14,0,5,0.7073895673530958,96,96,96,-5878.880000002525,-2.5247572921216488e-09,0.5531004989308624
0.04,176,1.62,0,10,2.5011197492323314,64,64,64,-5470.960000002422,-2.421984390821308e-09,0.5589807555238774
0.04,177,0.21,0,3,0.7654410493303845,93,93,93,-5584.760000002468,-2.4674591259099543e-09,0.5470420527441198
0.04,178,0.04,0,4,0.39799497484264795,99,99,99,-5852.840000002522,-2.52202880801633e-09,0.561831789023521
0.04,179,0.64,0,11,1.6942254867637896,85,85,85,-5401.64000000242,-2.419255906715989e-09,0.5573770491803278
0.04,180,0.4,0,10,1.4212670403551895,91,91,91,-5583.920000002438,-2.4383552954532206e-09,0.5570206699928724
0.04,181,0.23,0,7,1.173499041328965,96,96,96,-5524.520000002534,-2.533852239139378e-09,0.5582679971489665
0.04,182,0.14,0,5,0.7073895673530958,96,96,96,-5875.3200000025145,-2.5147528504021466e-09,0.5659301496792587
0.04,183,0.1,0,5,0.7000000000000001,98,98,98,-5908.640000002489,-2.4883775040507317e-09,0.561831789023521
0.04,184,0.16,0,4,0.7031358332498778,95,95,95,-5584.040000002458,-2.458364178892225e-09,0.5543478260869565
0.04,185,0.06,0,3,0.42,98,98,98,-5774.36000000254,-2.5393092073500156e-09,0.5596935138987883
0.04,186,0.1,0,7,0.754983443527075,98,98,98,-5695.240000002558,-2.558408596087247e-09,0.5536350677120456
0.04,187,0.6,0,9,1.5099668870541498,84,84,84,-5320.600000002376,-2.3756001610308886e-09,0.5595153243050606
0.04,188,0.59,0,6,1.4077997016621364,84,84,84,-5669.560000002431,-2.431079337839037e-09,0.5652173913043478
0.04,189,0.49,0,6,1.3453252394867197,87,87,87,-5730.840000002552,-2.5520421331748366e-09,0.5589807555238774
0.04,190,0.19,0,6,0.9454628496138808,96,96,96,-5675.040000002484,-2.483830030541867e-09,0.5422309337134711
0.04,191,0.52,0,12,1.6029971927611104,87,87,87,-5444.280000002386,-2.3865140974521637e-09,0.5543478260869565
0.04,192,0.06,0,3,0.42,98,98,98,-5498.360000002542,-2.5411281967535615e-09,0.5395580898075553
0.04,193,0.0,0,0,0.0,100,100,100,-5847.360000002513,-2.5120243662968278e-09,0.5570206699928724
0.04,194,0.64,0,7,1.3380582946942186,80,80,80,-5451.6400000024505,-2.4501787265762687e-09,0.5550605844618675
0.04,195,1.34,0,13,2.676639684380399,75,75,75,-5378.440000002415,-2.4147084332071245e-09,0.5568424803991446
0.04,196,0.73,0,12,1.9537400031734005,85,85,85,-5704.400000002419,-2.419255906715989e-09,0.5604062722736992
0.04,197,0.32,0,10,1.2639620247459968,92,92,92,-5599.320000002521,-2.521119313314557e-09,0.5529223093371347
0.04,198,0.14,0,4,0.6931089380465383,96,96,96,-5651.600000002454,-2.4538167053833604e-09,0.5637918745545261
0.04,199,0.03,0,3,0.29849623113198603,99,99,99,-5988.480000002472,-2.472006599418819e-09,0.5630791161796151
0.07,0,0.03,0,3,0.29849623113198603,99,99,99,-6236.639999997562,2.4383552954532206e-09,0.552744119743407
0.07,1,0.0,0,0,0.0,100,100,100,-6434.829999997619,2.381057129241526e-09,0.5702066999287242
0.07,2,0.0,0,0,0.0,100,100,100,-6782.879999996966,3.0340743251144886e-09,0.5575552387740556
0.07,3,0.03,0,3,0.29849623113198603,99,99,99,-6264.899999997642,2.35741026699543e-09,0.5563079116179616
0.07,4,0.0,0,0,0.0,100,100,100,-6769.369999997243,2.7575879357755184e-09,0.5636136849607983
0.07,5,0.0,0,0,0.0,100,100,100,-5942.429999998117,1.8835635273717344e-09,0.5493585174625801
0.07,6,0.0,0,0,0.0,100,100,100,-6379.659999997521,2.4792825570330024e-09,0.552744119743407
0.07,7,0.0,0,0,0.0,100,100,100,-6143.129999997795,2.205524651799351e-09,0.5488239486813971
0.07,8,0.0,0,0,0.0,100,100,100,-6358.139999997683,2.317392500117421e-09,0.5575552387740556
0.07,9,0.0,0,0,0.0,100,100,100,-6860.1599999968375,3.1623130780644715e-09,0.5509622238061297
0.07,10,0.0,0,0,0.0,100,100,100,-6124.4299999977575,2.242813934572041e-09,0.5595153243050606
0.07,11,0.0,0,0,0.0,100,100,100,-6551.209999997367,2.6329871616326272e-09,0.5554169636493229
0.07,12,0.08,0,5,0.5775811631277461,98,98,98,-6243.8299999977025,2.2973836166784167e-09,0.5586243763364219
0.07,13,0.0,0,0,0.0,100,100,100,-6606.389999997273,2.7275746106170118e-09,0.544903777619387
0.07,14,0.12,0,3,0.5878775382679627,96,96,96,-6110.0999999978185,2.181877789553255e-09,0.5482893799002139
0.07,15,0.0,0,0,0.0,100,100,100,-6505.839999997404,2.595697878859937e-09,0.5637918745545261
0.07,16,0.0,0,0,0.0,100,100,100,-6636.689999997031,2.9695002012886107e-09,0.5473984319315752
0.07,17,0.03,0,3,0.29849623113198603,99,99,99,-6627.5599999971355,2.864908310584724e-09,0.5522095509622238
0.07,18,0.24,0,4,0.9499473669630333,94,94,94,-5825.639999998262,1.7380443750880659e-09,0.5514967925873129
0.07,19,0.0,0,0,0.0,100,100,100,-7244.719999996487,3.5133780329488218e-09,0.5477548111190307
0.07,20,0.0,0,0,0.0,100,100,100,-6230.289999997881,2.119122655130923e-09,0.5671774768353528
0.07,21,0.0,0,0,0.0,100,100,100,-6123.429999997851,2.1491359802894294e-09,0.5573770491803278
0.07,22,0.0,0,0,0.0,100,100,100,-6847.819999996993,3.0067894840613008e-09,0.5630791161796151
0.07,23,0.03,0,3,0.29849623113198603,99,99,99,-6096.289999997867,2.1327650756575167e-09,0.5522095509622238
0.07,24,0.03,0,3,0.29849623113198603,99,99,99,-6515.049999997398,2.6020643417723477e-09,0.5602280826799715
0.07,25,0.17,0,6,0.8130805618141416,95,95,95,-5854.429999998196,1.8044374883174896e-09,0.5605844618674269
0.07,26,0.0,0,0,0.0,100,100,100,-6415.279999997492,2.508386387489736e-09,0.5522095509622238
0.07,27,0.0,0,0,0.0,100,100,100,-6646.929999997403,2.597516868263483e-09,0.571632216678546
0.07,28,0.0,0,0,0.0,100,100,100,-7132.789999996611,3.3896867535077035e-09,0.5541696364932288
0.07,29,0.06,0,6,0.5969924622639721,99,99,99,-6210.649999997764,2.2355379769578576e-09,0.5536350677120456
0.07,30,0.0,0,0,0.0,100,100,100,-6936.129999996875,3.1250237952917814e-09,0.5534568781183179
0.07,31,0.06,0,2,0.3411744421846396,97,97,97,-6277.009999997556,2.443812263663858e-09,0.5557733428367784
0.07,32,0.0,0,0,0.0,100,100,100,-6358.409999997545,2.4547262000851333e-09,0.5497148966500356
0.07,33,0.0,0,0,0.0,100,100,100,-6788.939999997169,2.8312570066191256e-09,0.5636136849607983
0.07,34,0.0,0,0,0.0,100,100,100,-6625.329999997319,2.6811903808265924e-09,0.550784034212402
0.07,35,0.09,0,3,0.5117616632769595,97,97,97,-6338.349999997874,2.1263986127451062e-09,0.5673556664290805
0.07,36,0.0,0,0,0.0,100,100,100,-6432.899999997513,2.486558514647186e-09,0.5596935138987883
0.07,37,0.0,0,0,0.0,100,100,100,-7303.329999996518,3.4815457183867693e-09,0.5490021382751248
0.07,38,0.0,0,0,0.0,100,100,100,-6227.319999997685,2.3146640160121024e-09,0.5582679971489665
0.07,39,0.0,0,0,0.0,100,100,100,-6506.319999997256,2.7439455152489245e-09,0.5465074839629366
0.07,40,0.06,0,6,0.5969924622639721,99,99,99,-6190.759999997594,2.406522980891168e-09,0.5400926585887385
0.07,41,0.0,0,0,0.0,100,100,100,-6791.899999997018,2.9813236324116588e-09,0.5525659301496793
0.07,42,0.0,0,0,0.0,100,100,100,-6603.249999997193,2.8067006496712565e-09,0.5538132573057734
0.07,43,0.0,0,0,0.0,100,100,100,-6911.649999996816,3.183231456205249e-09,0.550071275837491
0.07,44,0.0,0,0,0.0,100,100,100,-8150.429999995754,4.246430762577802e-09,0.5511404133998574
0.07,45,0.0,0,0,0.0,100,100,100,-6150.349999997554,2.446540747769177e-09,0.5427655024946543
0.07,46,0.0,0,0,0.0,100,100,100,-6764.589999996941,3.0595401767641306e-09,0.5473984319315752
0.07,47,0.25,0,4,0.852936105461599,92,92,92,-6286.599999997842,2.1582309273071587e-09,0.5602280826799715
0.07,48,0.0,0,0,0.0,100,100,100,-6553.6099999971875,2.813067112583667e-09,0.5561297220242338
0.07,49,0.0,0,0,0.0,100,100,100,-5987.099999997885,2.115484676323831e-09,0.5484675694939416
0.07,50,0.19,0,6,0.7835177087979569,93,93,93,-5855.509999998105,1.8953869584947824e-09,0.5506058446186742
0.07,51,0.0,0,0,0.0,100,100,100,-7206.679999996773,3.2268872018903494e-09,0.5582679971489665
0.07,52,0.0,0,0,0.0,100,100,100,-7175.14999999667,3.3296601031906903e-09,0.5564861012116893
0.07,53,0.0,0,0,0.0,100,100,100,-6259.72999999759,2.41016095969826e-09,0.5518531717747683
0.07,54,0.0,0,0,0.0,100,100,100,-6769.1299999972525,2.747583494056016e-09,0.5575552387740556
0.07,55,0.03,0,3,0.29849623113198603,99,99,99,-6064.709999997785,2.2146195988170803e-09,0.5488239486813971
0.07,56,0.0,0,0,0.0,100,100,100,-6601.499999997164,2.8358044801279902e-09,0.5539914468995011
0.07,57,0.06,0,3,0.42,98,98,98,-6033.21999999781,2.190063241869211e-09,0.544903777619387
0.07,58,0.0,0,0,0.0,100,100,100,-6706.299999997167,2.8330759960226715e-09,0.5482893799002139
0.07,59,0.18,0,3,0.712460525222275,94,94,94,-5715.089999998217,1.7835191101767123e-09,0.550784034212402
0.07,60,0.0,0,0,0.0,100,100,100,-6867.789999997034,2.966771717183292e-09,0.5584461867426942
0.07,61,0.0,0,0,0.0,100,100,100,-6480.119999997288,2.713022695388645e-09,0.5450819672131147
0.07,62,0.0,0,0,0.0,100,100,100,-7093.089999996803,3.1968738767318428e-09,0.5648610121168923
0.07,63,0.0,0,0,0.0,100,100,100,-6427.24999999751,2.4901964934542775e-09,0.5502494654312188
0.07,64,0.0,0,0,0.0,100,100,100,-6498.329999997286,2.713932190090418e-09,0.5531004989308624
0.07,65,0.0,0,0,0.0,100,100,100,-6177.4599999977845,2.215529093518853e-09,0.5532786885245902
0.07,66,0.0,0,0,0.0,100,100,100,-6478.9299999973555,2.6448105927556753e-09,0.5511404133998574
0.07,67,0.0,0,0,0.0,100,100,100,-6393.559999997519,2.4811015464365482e-09,0.5629009265858874
0.07,68,0.0,0,0,0.0,100,100,100,-6391.709999997327,2.673004928510636e-09,0.542943692088382
0.07,69,0.0,0,0,0.0,100,100,100,-6102.519999997831,2.169144863728434e-09,0.5518531717747683
0.07,70,0.0,0,0,0.0,100,100,100,-7523.2999999963795,3.6206984077580273e-09,0.5531004989308624
0.07,71,0.0,0,0,0.0,100,100,100,-6126.88999999776,2.2400854504667222e-09,0.5473984319315752
0.07,72,0.0,0,0,0.0,100,100,100,-6261.849999997449,2.5511326384730637e-09,0.5433000712758375
0.07,73,0.0,0,0,0.0,100,100,100,-6591.699999997329,2.672095433808863e-09,0.5584461867426942
0.07,74,0.03,0,3,0.29849623113198603,99,99,99,-5999.799999997729,2.271008270327002e-09,0.5436564504632929
0.07,75,0.0,0,0,0.0,100,100,100,-6579.439999997165,2.8358044801279902e-09,0.5548823948681397
0.07,76,0.0,0,0,0.0,100,100,100,-6654.0899999971025,2.8976501198485494e-09,0.5473984319315752
0.07,77,0.0,0,0,0.0,100,100,100,-7248.849999996689,3.3114702091552317e-09,0.5616535994297933
0.07,78,0.0,0,0,0.0,100,100,100,-6434.139999997617,2.382876118645072e-09,0.5646828225231646
0.07,79,0.09,0,3,0.5117616632769595,97,97,97,-6143.409999997978,2.0218067220412195e-09,0.5636136849607983
0.07,80,0.0,0,0,0.0,100,100,100,-6385.329999997613,2.3865140974521637e-09,0.5637918745545261
0.07,81,0.0,0,0,0.0,100,100,100,-6779.889999997021,2.979504643008113e-09,0.5555951532430506
0.07,82,0.0,0,0,0.0,100,100,100,-7030.1399999968135,3.1868694350123405e-09,0.5554169636493229
0.07,83,0.0,0,0,0.0,100,100,100,-6657.4199999972725,2.7275746106170118e-09,0.5518531717747683
0.07,84,0.0,0,0,0.0,100,100,100,-6671.379999997065,2.9349394026212394e-09,0.5514967925873129
0.07,85,0.0,0,0,0.0,100,100,100,-6410.639999997419,2.5811459636315703e-09,0.5525659301496793
0.07,86,0.0,0,0,0.0,100,100,100,-6418.3399999975045,2.495653461664915e-09,0.5605844618674269
0.07,87,0.0,0,0,0.0,100,100,100,-6914.689999996958,3.042259777430445e-09,0.5532786885245902
0.07,88,0.0,0,0,0.0,100,100,100,-6671.459999997202,2.7976057026535273e-09,0.5602280826799715
0.07,89,0.04,0,4,0.39799497484264795,99,99,99,-6132.669999997844,2.156411937903613e-09,0.5502494654312188
0.07,90,0.0,0,0,0.0,100,100,100,-6255.489999997679,2.321030478924513e-09,0.5563079116179616
0.07,91,0.0,0,0,0.0,100,100,100,-6726.219999997209,2.7912392397411168e-09,0.5646828225231646
0.07,92,0.0,0,0,0.0,100,100,100,-7338.71999999634,3.6598066799342632e-09,0.5481111903064861
0.07,93,0.0,0,0,0.0,100,100,100,-6189.609999997899,2.101842255797237e-09,0.5646828225231646
0.07,94,0.0,0,0,0.0,100,100,100,-6381.569999997669,2.331034920644015e-09,0.5593371347113328
0.07,95,0.0,0,0,0.0,100,100,100,-7642.389999996215,3.785316948778927e-09,0.5607626514611547
0.07,96,0.09,0,3,0.5117616632769595,97,97,97,-6620.719999997393,2.6075213099829853e-09,0.5595153243050606
0.07,97,0.0,0,0,0.0,100,100,100,-6402.039999997634,2.3655957193113863e-09,0.5641482537419815
0.07,98,0.0,0,0,0.0,100,100,100,-6360.3299999974615,2.5383997126482427e-09,0.5479330007127584
0.07,99,0.0,0,0,0.0,100,100,100,-6997.829999996981,3.018612915184349e-09,0.561831789023521
0.07,100,0.0,0,0,0.0,100,100,100,-6297.61999999746,2.5402187020517886e-09,0.5479330007127584
0.07,101,0.0,0,0,0.0,100,100,100,-6388.069999997502,2.497472451068461e-09,0.5538132573057734
0.07,102,0.0,0,0,0.0,100,100,100,-6137.56999999776,2.2400854504667222e-09,0.5514967925873129
0.07,103,0.0,0,0,0.0,100,100,100,-6926.379999996785,3.2150637707673013e-09,0.5502494654312188
0.07,104,0.0,0,0,0.0,100,100,100,-6365.449999997481,2.5193003239110112e-09,0.5548823948681397
0.07,105,0.0,0,0,0.0,100,100,100,-6659.479999997074,2.92584445560351e-09,0.5514967925873129
0.07,106,0.0,0,0,0.0,100,100,100,-7260.349999996742,3.258719516452402e-09,0.5655737704918032
0.07,107,0.0,0,0,0.0,100,100,100,-6479.829999997299,2.701199264265597e-09,0.5490021382751248
0.07,108,0.0,0,0,0.0,100,100,100,-6387.379999997426,2.573870006017387e-09,0.554704205274412
0.07,109,0.0,0,0,0.0,100,100,100,-6592.589999997367,2.6329871616326272e-09,0.5630791161796151
0.07,110,0.0,0,0,0.0,100,100,100,-6181.5399999976535,2.346496330574155e-09,0.5534568781183179
0.07,111,0.0,0,0,0.0,100,100,100,-7786.739999996106,3.893546818289906e-09,0.5557733428367784
