alpha,instance_id,hd_mean,hd_min,hd_max,hd_std,eng_count,bit_count,gs_count,best_energy,best_delta,target_density
0.02,134,5.73,0,21,4.849443267015297,26,26,26,-5024.92000000266,-2.660272002685815e-09,0.5539914468995011
0.02,135,11.08,0,26,6.498738339093212,6,6,6,-4932.520000002242,-2.241904439870268e-09,0.5529223093371347
0.02,136,1.84,0,10,2.540551121312067,58,58,58,-5275.360000002772,-2.7721398510038853e-09,0.5586243763364219
0.02,137,12.53,0,34,6.673012812815513,3,3,3,-4814.120000002192,-2.191882231272757e-09,0.5466856735566643
0.02,138,12.48,0,46,6.701462526941413,2,2,2,-4944.160000002038,-2.038177626673132e-09,0.5529223093371347
0.02,139,4.98,0,24,4.202332685545018,22,22,22,-5181.3600000024935,-2.4938344722613692e-09,0.5584461867426942
0.02,140,2.64,0,14,3.336225412048772,50,50,50,-5140.460000002719,-2.7193891583010554e-09,0.5545260156806843
0.02,141,5.96,0,18,5.037697886932085,27,27,27,-4899.480000002213,-2.2137101041153073e-09,0.5491803278688525
0.02,142,11.07,0,30,6.59887111557727,5,5,5,-4894.9200000021665,-2.166416379623115e-09,0.5522095509622238
0.02,143,1.91,0,11,2.5655213895035063,56,56,56,-5116.860000002767,-2.7675923774950206e-09,0.5539914468995011
0.02,144,11.47,0,34,6.650496222087491,2,2,2,-4857.940000002135,-2.1354935597628355e-09,0.5495367070563079
0.02,145,14.66,0,34,7.18083560597233,1,1,1,-4887.300000001889,-1.889020495582372e-09,0.561831789023521
0.02,146,15.25,0,32,6.54732769914566,1,1,1,-5087.380000002098,-2.0982042769901454e-09,0.567712045616536
0.02,147,7.45,0,23,5.501590679067282,15,15,15,-5046.740000002287,-2.2873791749589145e-09,0.5627227369921597
0.02,148,10.37,0,29,5.930691359361066,4,4,4,-5006.06000000225,-2.2491803974844515e-09,0.5506058446186742
0.02,149,14.85,0,41,7.470441754006252,2,2,2,-4965.880000002189,-2.1891537471674383e-09,0.5580898075552387
0.02,150,9.44,0,29,6.0403973379240545,9,9,9,-4980.580000002262,-2.2619133233092725e-09,0.5639700641482538
0.02,151,9.86,0,28,6.118856102246562,5,5,5,-4931.4400000023425,-2.3419488570652902e-09,0.5486457590876693
0.02,152,10.41,0,26,6.23072226952863,8,8,8,-4755.320000002019,-2.0190782379359007e-09,0.5495367070563079
0.02,153,8.4,0,28,5.974947698515862,10,10,10,-4949.120000002167,-2.167325874324888e-09,0.5636136849607983
0.02,154,8.02,0,21,5.188410161118721,11,11,11,-5054.500000002251,-2.2509993868879974e-09,0.5639700641482538
0.02,155,2.12,0,16,3.092830418888174,56,56,56,-5320.780000002904,-2.90401658276096e-09,0.562544547398432
0.02,156,15.57,6,32,5.725827451120057,0,0,0,-4921.620000002217,1.0399999977826155,0.554704205274412
0.02,157,7.43,0,22,4.9844859313674466,12,12,12,-5026.680000002364,-2.3637767299078405e-09,0.5486457590876693
0.02,158,2.5,0,10,2.6057628441590768,44,44,44,-5000.540000002488,-2.4883775040507317e-09,0.5491803278688525
0.02,159,5.12,0,17,4.430079006067499,26,26,26,-5025.040000002422,-2.421984390821308e-09,0.5568424803991446
0.02,160,4.07,0,13,3.6885091839386823,33,33,33,-5075.360000002472,-2.472006599418819e-09,0.5580898075552387
0.02,161,0.7,0,8,1.6155494421403511,82,82,82,-5314.020000002937,-2.9367583920247853e-09,0.5575552387740556
0.02,162,0.09,0,3,0.5117616632769595,97,97,97,-5238.62000000294,-2.940396370831877e-09,0.5552387740555952
0.02,163,1.56,0,12,2.4791934172226253,65,65,65,-5178.120000002735,-2.7348505682311952e-09,0.5529223093371347
0.02,164,5.22,0,19,4.139033703655963,22,22,22,-5195.320000002711,-2.711203705985099e-09,0.5639700641482538
0.02,165,8.45,0,29,5.752173502251127,10,10,10,-4984.180000002266,-2.2655513021163642e-09,0.5573770491803278
0.02,166,1.33,0,14,2.3154049321878887,69,69,69,-4971.1200000025565,-2.5565896066837013e-09,0.547576621525303
0.02,167,3.36,0,16,3.6401098884511716,38,38,38,-5030.320000002528,-2.5283952709287405e-09,0.5511404133998574
0.02,168,9.27,0,23,5.1920227272229855,5,5,5,-4910.820000002326,-2.3264874471351504e-09,0.5539914468995011
