alpha,instance_id,hd_mean,hd_min,hd_max,hd_std,eng_count,bit_count,gs_count,best_energy,best_delta,target_density
0,64,465.03,416,517,21.635366879255827,59,0,59,-4360.0,0.0,0.5468277945619335
0,65,485.23,424,534,22.678560359952304,71,0,71,-4381.0,0.0,0.5510929447307624
0,66,450.99,406,505,21.81490087073512,47,0,47,-4411.0,0.0,0.5493157988270837
0,67,466.21,424,510,18.30644422054704,58,0,58,-4381.0,0.0,0.5585569575262129
0,68,487.83,442,547,21.645810218146142,37,0,37,-4315.0,0.0,0.5439843611160476
0,69,456.37,401,506,19.75533092610701,39,0,39,-4459.0,0.0,0.559800959658788
0,70,517.31,468,575,23.491996509449766,60,0,60,-4406.0,0.0,0.5562466678514306
0,71,460.85,416,507,19.86724691546365,68,0,68,-4327.0,0.0,0.550204371778923
0,72,450.59,394,497,19.39901801638423,43,0,43,-4270.0,0.0,0.5414963568508975
0,73,420.02,356,464,19.616309540787736,50,0,50,-4433.0,0.0,0.5494935134174516
0,74,454.71,396,536,23.404826425333727,31,0,31,-4377.0,0.0,0.5452283632486227
0,75,444.96,391,495,18.471015131822075,55,0,55,-4383.0,0.0,0.5567798116225342
0,76,486.4,432,548,22.992607507631664,75,0,75,-4431.0,0.0,0.5518038030922339
0,77,431.25,381,481,18.574915881370767,49,0,49,-4476.0,0.0,0.5532255198151769
0,78,447.07,392,503,21.725218065648964,50,0,50,-4449.0,0.0,0.5614003909720988
0,79,431.24,391,491,20.01055721363101,36,0,36,-4646.0,0.0,0.5688644037675493
0,80,461.01,412,522,21.473469677720924,49,0,49,-4558.0,0.0,0.5695752621290208
0,81,457.85,415,506,20.519442000210436,46,0,46,-4425.0,0.0,0.5519815176826017
0,82,453.32,400,514,20.586344988851227,54,0,54,-4394.0,0.0,0.5487826550559801
0,83,472.42,426,527,20.69501389223984,29,0,29,-4450.0,0.0,0.5534032344055447
0,84,465.32,409,515,21.09638831648678,66,0,66,-4405.0,0.0,0.5551803803092233
0,85,450.35,407,484,16.851335258667188,62,0,62,-4413.0,0.0,0.5509152301403946
0,86,443.01,393,504,19.663415267953837,78,0,78,-4436.0,0.0,0.554291807357384
0,87,433.78,388,493,20.389497296402382,38,0,38,-4451.0,0.0,0.5605118180202595
0,88,425.15,376,471,19.58385814899608,41,0,41,-4552.0,0.0,0.5640661098276168
0,89,481.47,436,532,18.874032425531116,61,0,61,-4442.0,0.0,0.5521592322729696
0,90,494.26,446,535,19.8300882499297,42,0,42,-4437.0,0.0,0.5470055091523014
0,91,481.12,432,544,21.03248915368792,69,0,69,-4488.0,0.0,0.5647769681890883
0,92,473.67,432,518,18.501381029533984,51,0,51,-4386.0,0.0,0.5523369468633375
0,93,428.76,383,478,20.366698308758835,68,0,68,-4556.0,0.0,0.5690421183579172
0,94,465.1,410,517,21.313610674871587,64,0,64,-4455.0,0.0,0.5558912386706949
0,95,472.54,423,519,20.74869634458994,73,0,73,-4430.0,0.0,0.5521592322729696
0,96,489.69,436,540,22.07111007629657,43,0,43,-4545.0,0.0,0.5505598009596588
0,97,455.54,417,512,20.155108533570342,43,0,43,-4616.0,0.0,0.561222676381731
0,98,422.59,382,462,17.78319150208983,70,0,70,-4464.0,0.0,0.5608672472009952
0,99,462.67,422,510,18.333060300997214,68,0,68,-4478.0,0.0,0.5663763995023992
0,100,501.27,446,552,19.17595108462681,56,0,56,-4270.0,0.0,0.5423849298027368
0,101,427.57,383,472,17.396123131318657,61,0,61,-4590.0,0.0,0.5587346721165808
0,102,482.31,436,522,19.700098984522892,55,0,55,-4395.0,0.0,0.5535809489959126
0,103,480.6,415,528,18.67832968977687,44,0,44,-4342.0,0.0,0.5466500799715657
0,104,477.18,431,530,21.354802738494215,42,0,42,-4399.0,0.0,0.5599786742491558
0,105,452.42,397,519,18.65860659320519,50,0,50,-4481.0,0.0,0.5582015283454772
0,106,482.77,433,533,21.22680145476468,72,0,72,-4519.0,0.0,0.5590901012973165
0,107,432.39,358,480,21.536431923603313,58,0,58,-4524.0,0.0,0.554291807357384
0,108,468.03,413,530,22.605952755856144,48,0,48,-4388.0,0.0,0.5503820863692909
0,109,489.41,443,546,20.91463363293749,55,0,55,-4421.0,0.0,0.5562466678514306
0,110,465.82,425,506,18.389877650490227,77,0,77,-4464.0,0.0,0.5539363781766483
0,111,501.96,444,555,24.161920453473893,43,0,43,-4330.0,0.0,0.550204371778923
0,112,437.29,394,489,21.344926797719406,73,0,73,-4435.0,0.0,0.5562466678514306
0,113,455.79,408,511,20.140652918910053,44,0,44,-4511.0,0.0,0.5629998222854097
0,114,428.31,386,464,17.99594120906156,52,0,52,-4580.0,0.0,0.5629998222854097
0,115,465.35,417,514,19.10359913733535,64,0,64,-4522.0,0.0,0.5590901012973165
0,116,426.99,378,463,19.374465153908123,51,0,51,-4378.0,0.0,0.5519815176826017
0,117,473.09,425,524,19.282683941816813,59,0,59,-4372.0,0.0,0.5537586635862805
0,118,448.75,398,493,19.89139261087569,61,0,61,-4415.0,0.0,0.5562466678514306
0,119,433.47,389,478,18.211784646211914,59,0,59,-4491.0,0.0,0.5574906699840056
0,120,444.43,383,479,18.909920676724163,49,0,49,-4530.0,0.0,0.5576683845743735
0,121,476.95,440,530,18.120361475423167,61,0,61,-4574.0,0.0,0.5590901012973165
0,122,469.49,421,501,17.86196797668163,59,0,59,-4347.0,0.0,0.5550026657188555
0,123,429.2,383,475,19.150456913609137,52,0,52,-4487.0,0.0,0.5562466678514306
0,124,468.27,419,516,19.330729422347208,71,0,71,-4269.0,0.0,0.5482495112848765
0,125,441.18,393,486,19.23038221149023,69,0,69,-4395.0,0.0,0.5532255198151769
0,126,468.28,406,513,21.15092432968356,69,0,69,-4532.0,0.0,0.5640661098276168
0,127,439.02,400,486,19.205717898584265,64,0,64,-4504.0,0.0,0.5567798116225342
0,128,457.86,411,500,19.694171726680967,54,0,54,-4547.0,0.0,0.5587346721165808
0,129,458.17,401,500,20.25490311011139,40,0,40,-4344.0,0.0,0.5484272258752444
0,130,438.21,384,489,19.757173380825506,55,0,55,-4379.0,0.0,0.5551803803092233
0,131,414.09,365,461,19.957001277747114,62,0,62,-4421.0,0.0,0.551626088501866
0,132,476.11,429,519,19.944871521270827,36,0,36,-4367.0,0.0,0.5484272258752444
0,133,448.77,417,499,17.18537459585912,43,0,43,-4469.0,0.0,0.5512706593211303
0,134,452.81,417,502,16.011055555459173,87,0,87,-4369.0,0.0,0.5459392216100942
0,135,474.07,423,530,19.911933607763963,54,0,54,-4461.0,0.0,0.5553580948995912
0,136,466.58,421,511,18.07494398331569,70,0,70,-4524.0,0.0,0.5573129553936378
0,137,479.81,435,537,22.016219021439625,54,0,54,-4410.0,0.0,0.5535809489959126
0,138,433.03,393,478,19.324313700620785,58,0,58,-4524.0,0.0,0.5601563888395237
0,139,398.79,352,457,19.313360660434007,55,0,55,-4584.0,0.0,0.5663763995023992
0,140,448.91,403,521,19.044209093580125,76,0,76,-4371.0,0.0,0.5555358094899592
0,141,478.62,423,529,18.748215915121097,57,0,57,-4368.0,0.0,0.5470055091523014
0,142,466.74,421,508,18.79820204168473,53,0,53,-4463.0,0.0,0.5587346721165808
0,143,436.61,391,478,14.90093621219821,55,0,55,-4372.0,0.0,0.5537586635862805
0,144,419.95,374,461,18.578145763234822,61,0,61,-4426.0,0.0,0.5573129553936378
0,145,449.69,405,495,19.300101036004964,47,0,47,-4489.0,0.0,0.565132397369824
0,146,402.08,365,449,15.818141483752129,53,0,53,-4688.0,0.0,0.5704638350808602
0,147,454.95,374,501,21.087140631199862,59,0,59,-4495.0,0.0,0.5660209703216634
0,148,446.03,399,494,19.007080259734792,62,0,62,-4533.0,0.0,0.5615781055624667
0,149,452.42,397,505,21.19442379495135,71,0,71,-4504.0,0.0,0.5551803803092233
0,150,418.8,369,467,19.64942747257538,54,0,54,-4465.0,0.0,0.5645992535987204
0,151,507.2,455,556,22.27958706978206,71,0,71,-4383.0,0.0,0.5491380842367158
0,152,434.65,369,491,23.409987184960183,55,0,55,-4368.0,0.0,0.550204371778923
0,153,468.31,433,518,19.10847717637384,65,0,65,-4533.0,0.0,0.5610449617913631
0,154,469.77,427,520,20.622732602640223,57,0,57,-4529.0,0.0,0.5578460991647414
0,155,463.64,420,505,19.090584066497286,60,0,60,-4468.0,0.0,0.5585569575262129
0,156,426.55,379,476,19.767334165233308,42,0,42,-4459.0,0.0,0.5617558201528345
0,157,494.4,431,550,20.83170660315664,58,0,58,-4411.0,0.0,0.5539363781766483
0,158,459.41,409,516,19.42580500262473,66,0,66,-4445.0,0.0,0.5610449617913631
0,159,426.73,372,475,20.059837985387617,58,0,58,-4424.0,0.0,0.5640661098276168
0,160,456.74,400,522,21.82595702369085,50,0,50,-4505.0,0.0,0.5535809489959126
0,161,435.08,391,483,20.577502277973387,72,0,72,-4486.0,0.0,0.561222676381731
0,162,463.21,397,505,22.724125945787222,20,0,20,-4431.0,0.0,0.5582015283454772
0,163,461.91,412,515,19.08093027082275,57,0,57,-4478.0,0.0,0.559800959658788
0,164,456.84,413,502,17.8273497749946,60,0,60,-4500.0,0.0,0.5587346721165808
0,165,436.46,389,485,17.88933760651858,64,0,64,-4449.0,0.0,0.5592678158876844
0,166,441.45,400,476,19.011246671378498,66,0,66,-4414.0,0.0,0.5546472365381198
0,167,486.96,438,551,20.71275935263093,66,0,66,-4318.0,0.0,0.5466500799715657
0,168,471.93,414,518,19.112956338567823,71,0,71,-4398.0,0.0,0.5471832237426693
0,169,421.82,388,463,16.61949457715246,44,0,44,-4509.0,0.0,0.5658432557312956
0,170,464.26,414,535,21.779173538038584,69,0,69,-4493.0,0.0,0.5514483739114981
0,171,442.12,403,481,17.93001952034632,57,0,57,-4408.0,0.0,0.5541140927670162
0,172,461.26,411,506,19.26739214320402,62,0,62,-4394.0,0.0,0.5537586635862805
0,173,461.02,421,517,20.405871703997356,54,0,54,-4354.0,0.0,0.5491380842367158
0,174,468.54,422,523,21.14493792849721,56,0,56,-4365.0,0.0,0.5484272258752444
0,175,475.56,419,524,19.13599749163863,57,0,57,-4364.0,0.0,0.5512706593211303
0,176,440.88,370,487,20.700376808164627,70,0,70,-4496.0,0.0,0.5631775368757775
0,177,457.35,412,505,20.336850788654573,55,0,55,-4500.0,0.0,0.5574906699840056
0,178,438.33,380,481,20.410808411231535,65,0,65,-4493.0,0.0,0.5592678158876844
0,179,495.62,442,549,20.75224325223661,45,0,45,-4448.0,0.0,0.5585569575262129
0,180,434.48,385,485,20.019230754452078,56,0,56,-4519.0,0.0,0.5614003909720988
0,181,474.19,407,526,22.977247441762906,62,0,62,-4457.0,0.0,0.5605118180202595
0,182,451.53,391,497,19.39301678439948,46,0,46,-4455.0,0.0,0.5605118180202595
0,183,430.83,373,494,20.102266041419313,44,0,44,-4451.0,0.0,0.5619335347432024
0,184,468.66,416,523,21.21095000229834,62,0,62,-4400.0,0.0,0.5526923760440732
0,185,453.52,406,509,20.22052422663666,52,0,52,-4484.0,0.0,0.5578460991647414
0,186,495.5,451,563,20.990235825259322,41,0,41,-4355.0,0.0,0.5544695219477519
0,187,472.16,418,512,20.48400351493819,41,0,41,-4365.0,0.0,0.5498489425981873
0,188,473.14,410,536,23.58602128380283,42,0,42,-4474.0,0.0,0.5606895326106274
0,189,447.65,388,503,22.650110375007007,39,0,39,-4495.0,0.0,0.56797583081571
0,190,473.13,406,518,19.780118806518832,69,0,69,-4392.0,0.0,0.5388306379953794
0,191,451.29,398,489,18.191918535437654,58,0,58,-4458.0,0.0,0.5551803803092233
0,192,493.57,448,541,21.40899577280541,70,0,70,-4247.0,0.0,0.5438066465256798
0,193,489.8,441,530,17.641995352000293,39,0,39,-4419.0,0.0,0.5574906699840056
0,194,455.7,410,503,17.62810256380419,69,0,69,-4473.0,0.0,0.5606895326106274
0,195,445.33,389,494,20.404438242696123,27,0,27,-4459.0,0.0,0.5548249511284876
0,196,468.64,412,526,20.624994545453827,38,0,38,-4414.0,0.0,0.5555358094899592
0,197,452.35,413,492,17.259417719030964,56,0,56,-4479.0,0.0,0.5619335347432024
0,198,480.89,405,521,21.396679648954883,73,0,73,-4507.0,0.0,0.5580238137551093
0,199,482.87,432,529,23.078845291738492,54,0,54,-4475.0,0.0,0.5578460991647414
1e-09,0,78.73,51,117,13.266389863108953,0,0,0,-4375.000024316812,5.171878001419827e-07,0.5432735027545762
1e-09,1,80.34,51,115,13.763880266843357,0,0,0,-4585.000043764045,9.339555617771111e-07,0.5644215390083526
1e-09,2,77.54,49,105,13.516967115444205,0,0,0,-4321.000029303796,6.122045306256041e-07,0.5443397902967834
1e-09,3,78.17,41,112,13.512997446902743,0,0,0,-4470.000029723997,5.170031727175228e-07,0.5573129553936378
1e-09,4,73.52,46,101,12.544704061874079,0,0,0,-4536.000045034897,7.711032594670542e-07,0.5661986849120313
1e-09,5,80.7,50,120,12.765187033490735,0,0,0,-4468.000024219835,4.871653800364584e-07,0.5566020970321663
1e-09,6,63.61,31,118,14.075436050083848,0,0,0,-4453.000029075946,3.51054040947929e-07,0.554291807357384
1e-09,7,67.94,43,108,13.647578539799651,0,0,0,-4389.000033265955,6.070449671824463e-07,0.5523369468633375
1e-09,8,77.74,47,121,13.895049478141487,0,0,0,-4519.0000380609645,8.260358299594373e-07,0.5603341034298915
1e-09,9,75.23,45,107,13.941918806247584,0,0,0,-4270.000034642817,7.771832315484062e-07,0.5434512173449441
1e-09,10,78.04,53,118,12.896449123692925,0,0,0,-4456.000021560798,4.6020250010769814e-07,0.5525146614537053
1e-09,11,61.8,25,102,13.581605207043827,0,0,0,-4390.000033410898,3.541017576935701e-07,0.5553580948995912
1e-09,12,83.82,49,119,14.449484419867721,0,0,0,-4438.000018193674,3.4332606446696445e-07,0.5553580948995912
1e-09,13,65.33,35,97,13.898240895883191,0,0,0,-4398.00002766387,3.961295078624971e-07,0.5473609383330371
1e-09,14,55.12,27,82,10.353047860412895,0,0,0,-4419.000031377931,3.2906882552197203e-07,0.5512706593211303
1e-09,15,64.94,33,98,13.869981975474952,0,0,0,-4441.000025667848,3.251525413361378e-07,0.5553580948995912
1e-09,16,59.03,34,95,11.429308815497112,0,0,0,-4317.000024773757,3.5524317354429513e-07,0.5482495112848765
1e-09,17,67.98,34,94,11.93313035209119,0,0,0,-4469.000035215959,6.440413926611654e-07,0.5496712280078194
1e-09,18,72.74,38,108,12.50649431295597,0,0,0,-4368.000021392794,4.4220541894901544e-07,0.552870090634441
1e-09,19,84.01,49,122,13.484431764075193,0,0,0,-4380.000030958924,6.02075488131959e-07,0.5512706593211303
1e-09,20,61.71,32,90,10.611592717401098,0,0,0,-4582.000026195039,3.8196139939827845e-07,0.5647769681890883
1e-09,21,75.69,42,118,16.029781657901644,0,0,0,-4472.000026464897,4.501025614445098e-07,0.5592678158876844
1e-09,22,66.83,39,105,12.36289205647287,0,0,0,-4395.000028312831,4.421690391609445e-07,0.5583792429358451
1e-09,23,58.29,30,105,13.940082496169097,0,0,0,-4517.000020227778,2.1722189558204263e-07,0.5637106806468811
1e-09,24,60.73,32,91,11.681485350759122,0,0,0,-4613.0000347001105,4.638895916286856e-07,0.5629998222854097
1e-09,25,90.65,39,133,15.271787714606303,0,0,0,-4504.000028784951,8.090491974144243e-07,0.5548249511284876
1e-09,26,60.63,23,91,13.390784144328517,0,0,0,-4512.000032357103,3.278973963460885e-07,0.5551803803092233
1e-09,27,53.88,22,86,12.284364045403409,0,0,0,-4579.000026038959,2.340411811019294e-07,0.5674426870446063
1e-09,28,87.64,48,121,15.56696502212297,0,0,0,-4436.000026823862,5.161382432561368e-07,0.5505598009596588
1e-09,29,77.48,48,114,13.843756715573992,0,0,0,-4469.000024996846,5.281535777612589e-07,0.5535809489959126
1e-09,30,56.03,24,88,12.749474498974458,0,0,0,-4428.000045413875,4.4512489694170654e-07,0.5571352408032699
1e-09,31,53.55,23,86,12.290951956622399,0,0,0,-4420.000049781902,5.090978447697125e-07,0.5514483739114981
1e-09,32,82.11,55,109,11.055220486268015,0,0,0,-4452.00002560277,5.602305463980883e-07,0.5582015283454772
1e-09,33,65.65,34,90,11.8696040372036,0,0,0,-4505.000028837912,3.9608767110621557e-07,0.5580238137551093
1e-09,34,77.04,44,108,12.135831244706726,0,0,0,-4411.000027512864,4.91136233904399e-07,0.5576683845743735
1e-09,35,68.59,45,113,12.41216741749804,0,0,0,-4571.000035319053,6.049476724001579e-07,0.5699306913097565
1e-09,36,59.89,32,87,12.193354747566397,0,0,0,-4514.000025106867,3.08133166981861e-07,0.5617558201528345
1e-09,37,54.37,22,82,11.969674181029323,0,0,0,-4416.000025003904,2.1309642761480063e-07,0.5553580948995912
1e-09,38,67.77,41,97,11.602460945851101,0,0,0,-4483.000026579936,4.790636012330651e-07,0.559800959658788
1e-09,39,49.75,23,87,12.206043585044256,0,0,0,-4302.00002712085,2.3314987629419193e-07,0.550204371778923
1e-09,40,76.91,43,117,16.26966195100562,0,0,0,-4267.00003531589,7.131093298085034e-07,0.5425626443931046
1e-09,41,91.57,63,122,12.858658561451891,0,0,0,-4462.000032658898,8.011020327103324e-07,0.5546472365381198
1e-09,42,57.66,34,86,11.04103256040847,0,0,0,-4451.000026218887,3.2111347536556423e-07,0.5576683845743735
1e-09,43,92.32,56,128,15.969896680943181,0,0,0,-4404.0000312069105,6.840891728643328e-07,0.5526923760440732
1e-09,44,61.31,13,90,13.264007689985709,0,0,0,-4302.000021480763,1.2223699741298333e-07,0.5443397902967834
1e-09,45,87.08,55,123,14.4088028649156,0,0,0,-4342.000031822923,8.440765668638051e-07,0.5446952194775191
1e-09,46,80.59,49,112,12.112881572937136,0,0,0,-4380.000026998915,6.180853233672678e-07,0.5510929447307624
1e-09,47,82.28,47,113,13.379895365809107,0,0,0,-4549.00004101712,8.038805390242487e-07,0.5715301226230673
1e-09,48,67.52,38,92,11.158386980204622,0,0,0,-4363.000022584792,3.6020810512127355e-07,0.5432735027545762
1e-09,49,84.9,53,109,11.838496526164123,0,0,0,-4317.000021521779,5.182209861231968e-07,0.5493157988270837
1e-09,50,59.03,23,88,11.085535620798844,0,0,0,-4408.000023831901,2.1509913494810462e-07,0.5510929447307624
1e-09,51,81.65,54,104,12.612989336394445,0,0,0,-4491.000031021942,7.590579116367735e-07,0.5603341034298915
1e-09,52,65.55,29,97,12.460638025398218,0,0,0,-4482.0000220137745,2.742253855103627e-07,0.5580238137551093
1e-09,53,61.19,41,95,12.850443572110652,0,0,0,-4465.000021481852,3.4614822652656585e-07,0.5500266571885551
1e-09,54,61.75,25,116,15.234418269169321,0,0,0,-4496.000025391822,3.401773938094266e-07,0.5555358094899592
1e-09,55,67.43,43,95,11.730520022573595,0,0,0,-4303.000029901831,5.111687642056495e-07,0.5491380842367158
1e-09,56,90.55,48,126,14.366192954293773,0,0,0,-4421.000038816907,7.520930012105964e-07,0.5505598009596588
1e-09,57,63.63,35,110,13.823642790523778,0,0,0,-4413.000023107848,2.9715192795265466e-07,0.5539363781766483
1e-09,58,43.33,22,73,9.895509082407028,0,0,0,-4406.000033180923,3.320765245007351e-07,0.5505598009596588
1e-09,59,81.89,52,106,12.409589034291182,0,0,0,-4322.000027529827,6.461732482421212e-07,0.5466500799715657
1e-09,60,72.37,44,95,10.249541453157795,0,0,0,-4472.000027770858,5.961419446975924e-07,0.561222676381731
1e-09,61,60.54,38,90,11.397736617416637,0,0,0,-4514.0000270750015,4.629982868209481e-07,0.5596232450684201
1e-09,62,62.96,28,91,13.48103853566186,0,0,0,-4503.000037971989,4.2001101974165067e-07,0.5621112493335703
1e-09,63,56.05,26,87,11.832476494800233,0,0,0,-4465.000030515986,3.27014276990667e-07,0.5640661098276168
1e-09,64,92.29,53,140,15.13624458047636,0,0,0,-4360.000030338844,6.541558832395822e-07,0.5468277945619335
1e-09,65,88.39,53,134,13.945533335086184,0,0,0,-4381.000020959728,4.612720658769831e-07,0.5510929447307624
1e-09,66,82.16,54,119,15.953507451341226,0,0,0,-4411.000029435918,6.580821718671359e-07,0.5493157988270837
1e-09,67,80.98,54,112,12.823400485050756,0,0,0,-4381.000024367804,6.001955625833943e-07,0.5585569575262129
1e-09,68,103.26,55,148,15.687332469224968,0,0,0,-4315.000028548805,7.941953299450688e-07,0.5439843611160476
1e-09,69,67.6,34,102,11.94403616873291,0,0,0,-4459.00002684994,4.1906059777829796e-07,0.559800959658788
1e-09,70,66.82,42,112,12.376089850998982,0,0,0,-4406.000024414868,4.361318133305758e-07,0.5562466678514306
1e-09,71,55.99,28,84,11.803808707362213,0,0,0,-4327.000031087973,3.5802713682642207e-07,0.550204371778923
1e-09,72,64.41,40,92,11.225056792729381,0,0,0,-4270.000035058903,5.500969564309344e-07,0.5414963568508975
1e-09,73,53.82,29,87,12.380129240036228,0,0,0,-4433.000041051976,5.110241545480676e-07,0.5494935134174516
1e-09,74,91.44,49,126,15.000213331816317,0,0,0,-4377.000033092938,9.240620784112252e-07,0.5452283632486227
1e-09,75,65.43,43,101,12.500603985408064,0,0,0,-4383.000029857866,4.371340764919296e-07,0.5567798116225342
1e-09,76,76.46,49,113,11.477299333902554,0,0,0,-4431.000024785878,4.891217031399719e-07,0.5518038030922339
1e-09,77,62.99,38,98,12.256014849860456,0,0,0,-4476.0000323928925,5.991078069200739e-07,0.5532255198151769
1e-09,78,77.56,39,119,15.557840467108539,0,0,0,-4449.000027891833,4.54167093266733e-07,0.5614003909720988
1e-09,79,65.79,33,99,14.070035536557825,0,0,0,-4646.000019523769,2.6123143470613286e-07,0.5688644037675493
1e-09,80,81.79,49,119,15.584797079205106,0,0,0,-4558.000024050887,4.6211334847612306e-07,0.5695752621290208
1e-09,81,88.13,60,123,13.762016567349425,0,0,0,-4425.000027551833,6.991667760303244e-07,0.5519815176826017
1e-09,82,60.61,36,93,11.303004025479245,0,0,0,-4394.000026954857,4.531430022325367e-07,0.5487826550559801
1e-09,83,91.88,61,137,14.71209026617224,0,0,0,-4450.000030401832,7.621674740221351e-07,0.5534032344055447
