alpha,instance_id,read_idx,hd,energy,delta_energy,is_target
0.005,1,81,393,-4537.900000000573,45.574999999427746,0
0.005,1,82,413,-4537.140000000563,46.33499999943706,0
0.005,1,83,420,-4536.945000000556,46.529999999444044,0
0.005,1,84,453,-4536.7400000005655,46.734999999434876,0
0.005,1,85,373,-4536.685000000581,46.789999999419706,0
0.005,1,86,410,-4536.19500000057,47.2799999994304,0
0.005,1,87,395,-4536.0450000005785,47.42999999942185,0
0.005,1,88,403,-4535.665000000574,47.80999999942651,0
0.005,1,89,399,-4535.335000000573,48.139999999427346,0
0.005,1,90,418,-4534.7600000005805,48.71499999941989,0
0.005,1,91,440,-4534.720000000553,48.754999999447136,0
0.005,1,92,392,-4534.6850000005725,48.78999999942789,0
0.005,1,93,386,-4534.115000000574,49.35999999942669,0
0.005,1,94,382,-4534.0350000005765,49.43999999942389,0
0.005,1,95,429,-4530.73000000056,52.74499999944055,0
0.005,1,96,406,-4530.240000000567,53.23499999943306,0
0.005,1,97,403,-4530.135000000573,53.339999999427164,0
0.005,1,98,420,-4529.6450000005825,53.82999999941785,0
0.005,1,99,392,-4528.000000000568,55.47499999943193,0
0.01,1,0,280,-4662.000000000592,35.94999999940774,0
0.01,1,1,274,-4659.630000000596,38.31999999940399,0
0.01,1,2,298,-4658.830000000574,39.119999999426,0
0.01,1,3,306,-4658.280000000589,39.66999999941072,0
0.01,1,4,262,-4657.730000000609,40.21999999939089,0
0.01,1,5,310,-4657.480000000583,40.46999999941727,0
0.01,1,6,270,-4657.250000000587,40.699999999413194,0
0.01,1,7,301,-4656.880000000569,41.069999999430365,0
0.01,1,8,262,-4656.800000000602,41.14999999939755,0
0.01,1,9,291,-4656.610000000592,41.339999999408064,0
0.01,1,10,285,-4656.330000000582,41.619999999417814,0
0.01,1,11,283,-4655.730000000584,42.21999999941545,0
0.01,1,12,279,-4655.200000000588,42.74999999941156,0
0.01,1,13,279,-4655.010000000596,42.93999999940388,0
0.01,1,14,316,-4654.940000000563,43.00999999943724,0
0.01,1,15,282,-4654.780000000587,43.16999999941254,0
0.01,1,16,295,-4654.260000000589,43.68999999941116,0
0.01,1,17,309,-4654.150000000574,43.79999999942538,0
0.01,1,18,318,-4654.060000000588,43.889999999411884,0
0.01,1,19,307,-4653.620000000581,44.32999999941876,0
0.01,1,20,311,-4653.580000000584,44.369999999415995,0
0.01,1,21,310,-4653.490000000576,44.45999999942342,0
0.01,1,22,292,-4653.370000000589,44.579999999410575,0
0.01,1,23,303,-4653.330000000594,44.61999999940599,0
0.01,1,24,310,-4653.290000000583,44.65999999941687,0
0.01,1,25,280,-4653.290000000583,44.65999999941687,0
0.01,1,26,319,-4653.270000000588,44.67999999941185,0
0.01,1,27,314,-4653.0600000005625,44.88999999943735,0
0.01,1,28,281,-4653.040000000577,44.909999999423235,0
0.01,1,29,277,-4652.82000000059,45.12999999940985,0
0.01,1,30,288,-4652.12000000058,45.82999999941967,0
0.01,1,31,303,-4652.090000000588,45.85999999941214,0
0.01,1,32,308,-4652.040000000593,45.909999999406864,0
0.01,1,33,307,-4652.01000000058,45.93999999942025,0
0.01,1,34,310,-4651.940000000591,46.00999999940905,0
0.01,1,35,313,-4651.91000000057,46.03999999942971,0
0.01,1,36,297,-4651.900000000593,46.04999999940719,0
0.01,1,37,297,-4651.570000000599,46.37999999940075,0
0.01,1,38,318,-4651.500000000566,46.44999999943411,0
0.01,1,39,292,-4651.430000000585,46.51999999941472,0
0.01,1,40,317,-4651.320000000583,46.62999999941712,0
0.01,1,41,311,-4651.3000000005895,46.649999999410284,0
0.01,1,42,298,-4651.230000000577,46.719999999422726,0
0.01,1,43,308,-4651.220000000578,46.729999999422034,0
0.01,1,44,309,-4650.910000000581,47.0399999994188,0
0.01,1,45,291,-4650.800000000587,47.14999999941301,0
0.01,1,46,288,-4650.680000000588,47.26999999941199,0
0.01,1,47,316,-4650.5300000005855,47.41999999941436,0
0.01,1,48,303,-4650.270000000599,47.679999999400934,0
0.01,1,49,297,-4649.980000000582,47.96999999941818,0
0.01,1,50,279,-4649.880000000586,48.069999999413994,0
0.01,1,51,313,-4649.830000000593,48.1199999994069,0
0.01,1,52,314,-4649.760000000585,48.189999999414795,0
0.01,1,53,285,-4649.3300000005975,48.61999999940235,0
0.01,1,54,300,-4649.160000000594,48.789999999406064,0
0.01,1,55,259,-4649.1200000005965,48.8299999994033,0
0.01,1,56,317,-4648.850000000597,49.099999999402826,0
0.01,1,57,324,-4648.7300000005725,49.21999999942727,0
0.01,1,58,321,-4648.680000000577,49.26999999942291,0
0.01,1,59,329,-4648.58000000057,49.36999999942964,0
0.01,1,60,327,-4648.130000000586,49.819999999413994,0
0.01,1,61,332,-4647.8600000005645,50.08999999943535,0
0.01,1,62,320,-4647.850000000578,50.099999999421925,0
0.01,1,63,339,-4647.810000000562,50.13999999943826,0
0.01,1,64,318,-4647.330000000578,50.61999999942145,0
0.01,1,65,338,-4647.270000000591,50.67999999940912,0
0.01,1,66,305,-4647.200000000594,50.7499999994061,0
0.01,1,67,309,-4647.100000000605,50.84999999939464,0
0.01,1,68,305,-4647.080000000587,50.86999999941327,0
0.01,1,69,276,-4647.000000000595,50.94999999940501,0
0.01,1,70,352,-4646.900000000587,51.04999999941265,0
0.01,1,71,320,-4646.810000000589,51.139999999410975,0
0.01,1,72,323,-4646.780000000573,51.16999999942709,0
0.01,1,73,317,-4646.220000000564,51.72999999943568,0
0.01,1,74,358,-4645.980000000584,51.96999999941545,0
0.01,1,75,305,-4645.980000000575,51.969999999424545,0
0.01,1,76,310,-4645.660000000563,52.289999999436986,0
0.01,1,77,303,-4645.540000000593,52.409999999406864,0
0.01,1,78,327,-4645.310000000584,52.63999999941552,0
0.01,1,79,322,-4645.020000000579,52.92999999942094,0
0.01,1,80,300,-4644.940000000593,53.00999999940723,0
0.01,1,81,317,-4644.920000000574,53.029999999425854,0
0.01,1,82,296,-4644.670000000583,53.27999999941676,0
0.01,1,83,310,-4643.9300000005605,54.01999999943928,0
0.01,1,84,332,-4643.920000000578,54.029999999422216,0
0.01,1,85,317,-4643.800000000587,54.14999999941301,0
0.01,1,86,312,-4643.670000000588,54.27999999941221,0
0.01,1,87,330,-4643.620000000573,54.329999999426946,0
0.01,1,88,334,-4643.310000000572,54.639999999428255,0
0.01,1,89,323,-4641.7900000005675,56.15999999943233,0
0.01,1,90,323,-4641.750000000576,56.19999999942411,0
0.01,1,91,320,-4641.43000000057,56.51999999943018,0
0.01,1,92,336,-4641.03000000057,56.91999999942982,0
0.01,1,93,333,-4641.000000000579,56.94999999942047,0
0.01,1,94,320,-4640.680000000577,57.26999999942291,0
0.01,1,95,316,-4639.590000000579,58.359999999421234,0
0.01,1,96,321,-4639.400000000591,58.54999999940901,0
0.01,1,97,316,-4638.850000000581,59.0999999994192,0
0.01,1,98,337,-4638.610000000565,59.33999999943444,0
0.01,1,99,321,-4636.260000000571,61.68999999942844,0
0.02,1,0,170,-4890.260000000554,36.639999999445536,0
0.02,1,1,180,-4890.120000000562,36.77999999943768,0
0.02,1,2,164,-4889.600000000542,37.299999999457214,0
0.02,1,3,166,-4889.180000000555,37.71999999944455,0
0.02,1,4,174,-4888.940000000554,37.959999999445245,0
0.02,1,5,178,-4888.060000000534,38.83999999946536,0
0.02,1,6,177,-4888.00000000055,38.89999999944939,0
0.02,1,7,170,-4887.920000000543,38.979999999456595,0
0.02,1,8,177,-4887.460000000544,39.43999999945572,0
0.02,1,9,168,-4887.02000000055,39.879999999449865,0
0.02,1,10,191,-4886.8400000005395,40.05999999946016,0
0.02,1,11,181,-4886.4200000005385,40.47999999946114,0
0.02,1,12,178,-4886.1000000005415,40.79999999945812,0
0.02,1,13,181,-4886.00000000054,40.899999999459396,0
0.02,1,14,179,-4885.5800000005465,41.3199999994531,0
0.02,1,15,170,-4885.20000000054,41.69999999945958,0
0.02,1,16,185,-4885.04000000054,41.85999999945943,0
0.02,1,17,196,-4884.860000000565,42.03999999943426,0
0.02,1,18,201,-4884.720000000541,42.17999999945823,0
0.02,1,19,200,-4884.260000000546,42.63999999945372,0
0.02,1,20,185,-4884.02000000053,42.879999999469874,0
0.02,1,21,202,-4884.000000000538,42.899999999461215,0
0.02,1,22,182,-4883.68000000056,43.219999999440006,0
0.02,1,23,175,-4883.480000000552,43.41999999944801,0
0.02,1,24,201,-4883.380000000532,43.51999999946747,0
0.02,1,25,191,-4883.160000000535,43.739999999465,0
0.02,1,26,201,-4883.160000000527,43.739999999472275,0
0.02,1,27,193,-4883.140000000532,43.759999999467254,0
0.02,1,28,178,-4882.940000000536,43.959999999463435,0
0.02,1,29,172,-4882.900000000553,43.99999999944703,0
0.02,1,30,177,-4882.800000000544,44.09999999945558,0
0.02,1,31,195,-4882.780000000536,44.11999999946329,0
0.02,1,32,184,-4882.740000000543,44.159999999456886,0
0.02,1,33,192,-4882.400000000539,44.49999999946067,0
0.02,1,34,188,-4882.380000000545,44.51999999945474,0
0.02,1,35,175,-4882.3400000005395,44.55999999946016,0
0.02,1,36,211,-4882.220000000532,44.67999999946733,0
0.02,1,37,191,-4882.020000000549,44.879999999450774,0
0.02,1,38,171,-4881.980000000544,44.919999999455285,0
0.02,1,39,203,-4881.820000000545,45.07999999945423,0
0.02,1,40,185,-4881.780000000536,45.11999999946329,0
0.02,1,41,198,-4881.620000000529,45.27999999947042,0
0.02,1,42,184,-4881.360000000563,45.539999999436986,0
0.02,1,43,193,-4881.120000000547,45.77999999945223,0
0.02,1,44,194,-4880.980000000551,45.91999999944892,0
0.02,1,45,200,-4880.880000000528,46.01999999947202,0
0.02,1,46,200,-4880.740000000524,46.159999999475986,0
0.02,1,47,182,-4880.660000000537,46.23999999946227,0
0.02,1,48,204,-4880.60000000053,46.29999999946995,0
0.02,1,49,188,-4880.560000000531,46.339999999469,0
0.02,1,50,209,-4880.52000000055,46.379999999449865,0
0.02,1,51,193,-4880.460000000548,46.439999999452084,0
0.02,1,52,199,-4879.860000000535,47.03999999946427,0
0.02,1,53,192,-4879.8000000005495,47.09999999945012,0
0.02,1,54,193,-4879.760000000538,47.13999999946191,0
0.02,1,55,203,-4879.740000000541,47.159999999458705,0
0.02,1,56,198,-4879.620000000523,47.279999999476786,0
0.02,1,57,170,-4879.540000000542,47.359999999457614,0
0.02,1,58,200,-4879.440000000548,47.45999999945161,0
0.02,1,59,190,-4879.420000000531,47.47999999946842,0
0.02,1,60,194,-4879.32000000054,47.57999999945969,0
0.02,1,61,192,-4879.240000000553,47.65999999944688,0
0.02,1,62,185,-4879.220000000537,47.67999999946278,0
0.02,1,63,189,-4879.080000000543,47.81999999945674,0
0.02,1,64,189,-4878.980000000534,47.91999999946529,0
0.02,1,65,179,-4878.900000000553,47.99999999944703,0
0.02,1,66,198,-4878.840000000537,48.05999999946289,0
0.02,1,67,195,-4878.800000000543,48.099999999456486,0
0.02,1,68,204,-4878.600000000539,48.29999999946085,0
0.02,1,69,191,-4878.5400000005375,48.35999999946216,0
0.02,1,70,207,-4878.520000000535,48.37999999946442,0
0.02,1,71,231,-4878.180000000531,48.7199999994682,0
0.02,1,72,183,-4877.480000000536,49.41999999946347,0
0.02,1,73,198,-4877.240000000528,49.65999999947144,0
0.02,1,74,196,-4877.080000000544,49.81999999945583,0
0.02,1,75,193,-4876.700000000552,50.199999999447755,0
0.02,1,76,192,-4876.500000000541,50.39999999945849,0
0.02,1,77,205,-4876.460000000532,50.439999999467545,0
0.02,1,78,186,-4876.42000000055,50.47999999944932,0
0.02,1,79,207,-4876.340000000536,50.5599999994638,0
0.02,1,80,200,-4875.940000000546,50.95999999945343,0
0.02,1,81,197,-4875.66000000053,51.239999999469546,0
0.02,1,82,196,-4875.62000000053,51.27999999946951,0
0.02,1,83,194,-4875.100000000545,51.799999999454485,0
0.02,1,84,206,-4874.960000000554,51.93999999944572,0
0.02,1,85,182,-4874.540000000528,52.359999999471256,0
0.02,1,86,202,-4874.260000000532,52.63999999946736,0
0.02,1,87,204,-4874.06000000053,52.83999999946991,0
0.02,1,88,187,-4873.980000000543,52.919999999456195,0
0.02,1,89,210,-4873.860000000525,53.039999999474276,0
0.02,1,90,182,-4873.440000000542,53.45999999945798,0
0.02,1,91,182,-4873.400000000551,53.499999999448846,0
0.02,1,92,192,-4873.4000000005335,53.49999999946613,0
0.02,1,93,208,-4872.580000000516,54.319999999484025,0
0.02,1,94,211,-4872.580000000546,54.31999999945401,0
0.02,1,95,193,-4870.860000000531,56.03999999946882,0
0.02,1,96,210,-4869.6200000005265,57.27999999947315,0
0.02,1,97,194,-4869.380000000543,57.51999999945656,0
0.02,1,98,220,-4868.460000000532,58.439999999467545,0
0.02,1,99,235,-4867.580000000504,59.31999999949585,0
0.0,2,0,471,-4379.0,9.0,0
0.0,2,1,462,-4377.0,11.0,0
0.0,2,2,460,-4376.0,12.0,0
0.0,2,3,459,-4375.0,13.0,0
0.0,2,4,489,-4375.0,13.0,0
0.0,2,5,453,-4374.0,14.0,0
0.0,2,6,450,-4374.0,14.0,0
0.0,2,7,463,-4373.0,15.0,0
0.0,2,8,432,-4373.0,15.0,0
0.0,2,9,476,-4373.0,15.0,0
0.0,2,10,418,-4373.0,15.0,0
0.0,2,11,460,-4372.0,16.0,0
0.0,2,12,452,-4372.0,16.0,0
0.0,2,13,398,-4372.0,16.0,0
0.0,2,14,473,-4372.0,16.0,0
0.0,2,15,456,-4372.0,16.0,0
0.0,2,16,485,-4372.0,16.0,0
0.0,2,17,490,-4371.0,17.0,0
0.0,2,18,471,-4371.0,17.0,0
0.0,2,19,420,-4370.0,18.0,0
0.0,2,20,447,-4370.0,18.0,0
0.0,2,21,431,-4370.0,18.0,0
0.0,2,22,476,-4370.0,18.0,0
0.0,2,23,508,-4370.0,18.0,0
0.0,2,24,467,-4370.0,18.0,0
0.0,2,25,462,-4369.0,19.0,0
0.0,2,26,447,-4369.0,19.0,0
0.0,2,27,426,-4369.0,19.0,0
0.0,2,28,482,-4369.0,19.0,0
0.0,2,29,448,-4369.0,19.0,0
0.0,2,30,474,-4368.0,20.0,0
0.0,2,31,478,-4368.0,20.0,0
0.0,2,32,444,-4368.0,20.0,0
0.0,2,33,450,-4368.0,20.0,0
0.0,2,34,466,-4368.0,20.0,0
0.0,2,35,449,-4368.0,20.0,0
0.0,2,36,458,-4368.0,20.0,0
0.0,2,37,461,-4367.0,21.0,0
0.0,2,38,446,-4367.0,21.0,0
0.0,2,39,449,-4367.0,21.0,0
0.0,2,40,465,-4367.0,21.0,0
0.0,2,41,490,-4367.0,21.0,0
0.0,2,42,463,-4367.0,21.0,0
0.0,2,43,428,-4367.0,21.0,0
0.0,2,44,481,-4367.0,21.0,0
0.0,2,45,517,-4367.0,21.0,0
0.0,2,46,452,-4367.0,21.0,0
0.0,2,47,436,-4366.0,22.0,0
0.0,2,48,464,-4366.0,22.0,0
0.0,2,49,486,-4366.0,22.0,0
0.0,2,50,432,-4366.0,22.0,0
0.0,2,51,457,-4366.0,22.0,0
0.0,2,52,448,-4366.0,22.0,0
0.0,2,53,478,-4365.0,23.0,0
0.0,2,54,464,-4365.0,23.0,0
0.0,2,55,503,-4365.0,23.0,0
0.0,2,56,456,-4365.0,23.0,0
0.0,2,57,475,-4365.0,23.0,0
0.0,2,58,468,-4365.0,23.0,0
0.0,2,59,441,-4365.0,23.0,0
0.0,2,60,509,-4365.0,23.0,0
0.0,2,61,465,-4365.0,23.0,0
0.0,2,62,453,-4364.0,24.0,0
0.0,2,63,481,-4364.0,24.0,0
0.0,2,64,481,-4364.0,24.0,0
0.0,2,65,449,-4364.0,24.0,0
0.0,2,66,446,-4364.0,24.0,0
0.0,2,67,451,-4364.0,24.0,0
0.0,2,68,492,-4364.0,24.0,0
0.0,2,69,481,-4364.0,24.0,0
0.0,2,70,461,-4364.0,24.0,0
0.0,2,71,500,-4364.0,24.0,0
0.0,2,72,495,-4363.0,25.0,0
0.0,2,73,473,-4363.0,25.0,0
0.0,2,74,489,-4363.0,25.0,0
0.0,2,75,466,-4363.0,25.0,0
0.0,2,76,494,-4363.0,25.0,0
0.0,2,77,481,-4363.0,25.0,0
0.0,2,78,444,-4363.0,25.0,0
0.0,2,79,456,-4363.0,25.0,0
0.0,2,80,440,-4362.0,26.0,0
0.0,2,81,463,-4362.0,26.0,0
0.0,2,82,466,-4362.0,26.0,0
0.0,2,83,482,-4362.0,26.0,0
0.0,2,84,470,-4361.0,27.0,0
0.0,2,85,454,-4361.0,27.0,0
0.0,2,86,450,-4361.0,27.0,0
0.0,2,87,455,-4360.0,28.0,0
0.0,2,88,484,-4360.0,28.0,0
0.0,2,89,478,-4360.0,28.0,0
0.0,2,90,492,-4360.0,28.0,0
0.0,2,91,474,-4359.0,29.0,0
0.0,2,92,476,-4359.0,29.0,0
0.0,2,93,494,-4359.0,29.0,0
0.0,2,94,467,-4359.0,29.0,0
0.0,2,95,465,-4359.0,29.0,0
0.0,2,96,446,-4357.0,31.0,0
0.0,2,97,458,-4357.0,31.0,0
0.0,2,98,461,-4357.0,31.0,0
0.0,2,99,470,-4356.0,32.0,0
0.001,2,0,416,-4400.9980000003825,12.423999999617081,0
0.001,2,1,439,-4399.73700000038,13.684999999619322,0
0.001,2,2,405,-4398.130000000363,15.291999999636573,0
0.001,2,3,436,-4397.809000000354,15.61299999964558,0
0.001,2,4,438,-4397.778000000374,15.643999999625521,0
0.001,2,5,400,-4397.244000000383,16.177999999616986,0
0.001,2,6,418,-4397.054000000368,16.367999999631138,0
0.001,2,7,406,-4396.988000000364,16.43399999963549,0
0.001,2,8,436,-4396.885000000363,16.536999999636464,0
0.001,2,9,423,-4395.973000000365,17.448999999634907,0
0.001,2,10,429,-4395.92600000038,17.495999999619926,0
0.001,2,11,431,-4395.908000000366,17.513999999633597,0
0.001,2,12,441,-4395.829000000373,17.592999999626954,0
0.001,2,13,431,-4395.829000000379,17.592999999620588,0
0.001,2,14,444,-4395.584000000374,17.837999999625936,0
0.001,2,15,393,-4395.21300000039,18.20899999960966,0
0.001,2,16,418,-4394.991000000384,18.43099999961578,0
0.001,2,17,456,-4394.641000000387,18.780999999612504,0
0.001,2,18,460,-4394.609000000365,18.812999999634485,0
0.001,2,19,406,-4394.067000000381,19.354999999618485,0
0.001,2,20,415,-4393.940000000389,19.481999999610707,0
0.001,2,21,425,-4393.869000000345,19.552999999654276,0
0.001,2,22,435,-4393.853000000368,19.56899999963116,0
0.001,2,23,449,-4393.715000000365,19.706999999634718,0
0.001,2,24,447,-4393.692000000357,19.729999999642132,0
0.001,2,25,451,-4393.659000000365,19.762999999634303,0
0.001,2,26,399,-4393.095000000364,20.326999999635518,0
0.001,2,27,424,-4393.043000000379,20.378999999620646,0
0.001,2,28,422,-4392.939000000373,20.482999999626372,0
0.001,2,29,439,-4392.898000000365,20.523999999634725,0
0.001,2,30,435,-4392.816000000377,20.605999999622327,0
0.001,2,31,449,-4392.774000000381,20.64799999961815,0
0.001,2,32,401,-4392.24900000038,21.172999999619606,0
0.001,2,33,399,-4392.240000000385,21.181999999614163,0
0.001,2,34,429,-4391.900000000363,21.521999999636137,0
0.001,2,35,454,-4391.694000000368,21.72799999963172,0
0.001,2,36,414,-4391.074000000366,22.34799999963343,0
0.001,2,37,429,-4390.955000000374,22.46699999962584,0
0.001,2,38,430,-4390.953000000364,22.468999999635344,0
0.001,2,39,427,-4390.926000000377,22.495999999622654,0
0.001,2,40,425,-4390.922000000372,22.499999999628017,0
0.001,2,41,424,-4390.8690000003735,22.55299999962608,0
0.001,2,42,441,-4390.843000000366,22.578999999633197,0
0.001,2,43,430,-4390.830000000373,22.59199999962675,0
0.001,2,44,437,-4390.8030000003755,22.618999999624066,0
0.001,2,45,451,-4390.776000000365,22.645999999635023,0
0.001,2,46,442,-4390.754000000363,22.667999999636777,0
0.001,2,47,449,-4390.714000000373,22.707999999626736,0
0.001,2,48,415,-4390.062000000381,23.359999999618594,0
0.001,2,49,422,-4389.984000000371,23.43799999962812,0
0.001,2,50,424,-4389.967000000375,23.454999999624306,0
0.001,2,51,421,-4389.9410000003945,23.480999999605046,0
0.001,2,52,433,-4389.838000000367,23.583999999632397,0
0.001,2,53,435,-4389.760000000368,23.661999999631917,0
0.001,2,54,443,-4389.748000000367,23.673999999632542,0
0.001,2,55,459,-4389.641000000349,23.780999999650703,0
0.001,2,56,429,-4388.823000000361,24.59899999963818,0
0.001,2,57,439,-4388.718000000366,24.703999999633197,0
0.001,2,58,450,-4388.67400000036,24.747999999639433,0
0.001,2,59,456,-4388.66500000037,24.756999999629443,0
0.001,2,60,460,-4388.591000000359,24.83099999964088,0
0.001,2,61,468,-4388.532000000354,24.889999999645624,0
0.001,2,62,403,-4388.1110000003955,25.310999999604064,0
0.001,2,63,417,-4387.952000000373,25.469999999626452,0
0.001,2,64,436,-4387.908000000368,25.51399999963178,0
0.001,2,65,439,-4387.818000000379,25.60399999962101,0
0.001,2,66,449,-4387.64400000037,25.777999999629174,0
0.001,2,67,467,-4387.567000000369,25.85499999963031,0
0.001,2,68,475,-4387.467000000365,25.95499999963431,0
0.001,2,69,417,-4387.0850000003675,26.3369999996321,0
0.001,2,70,421,-4386.994000000366,26.427999999633357,0
0.001,2,71,434,-4386.832000000371,26.589999999628162,0
0.001,2,72,444,-4386.773000000376,26.64899999962381,0
0.001,2,73,440,-4386.742000000341,26.67999999965832,0
0.001,2,74,443,-4386.719000000368,26.702999999631174,0
0.001,2,75,451,-4386.621000000368,26.80099999963113,0
0.001,2,76,419,-4385.970000000394,27.451999999605505,0
0.001,2,77,439,-4385.853000000379,27.568999999620246,0
0.001,2,78,433,-4385.84700000038,27.57499999961965,0
0.001,2,79,446,-4385.805000000367,27.616999999632753,0
0.001,2,80,447,-4385.775000000367,27.6469999996325,0
0.001,2,81,436,-4385.740000000358,27.681999999641448,0
0.001,2,82,462,-4385.624000000347,27.797999999652347,0
0.001,2,83,459,-4385.583000000364,27.838999999635234,0
0.001,2,84,486,-4385.281000000363,28.140999999636733,0
0.001,2,85,421,-4384.854000000369,28.567999999630956,0
0.001,2,86,437,-4384.79900000037,28.622999999629428,0
0.001,2,87,453,-4384.604000000358,28.81799999964187,0
0.001,2,88,467,-4384.513000000351,28.908999999648586,0
0.001,2,89,491,-4384.232000000347,29.189999999652173,0
0.001,2,90,449,-4383.616000000376,29.805999999623964,0
0.001,2,91,492,-4383.211000000334,30.210999999665546,0
0.001,2,92,427,-4382.812000000381,30.609999999618594,0
0.001,2,93,451,-4382.60900000037,30.812999999629938,0
0.001,2,94,421,-4381.0480000003745,32.373999999625084,0
0.001,2,95,427,-4380.824000000364,32.59799999963525,0
0.001,2,96,457,-4380.640000000349,32.78199999965091,0
0.001,2,97,471,-4379.4820000003465,33.93999999965308,0
0.001,2,98,457,-4377.704000000344,35.71799999965515,0
0.001,2,99,479,-4376.281000000369,37.14099999963037,0
0.003,2,0,395,-4442.960000000071,21.305999999928645,0
0.003,2,1,335,-4442.631000000063,21.634999999936554,0
0.003,2,2,384,-4442.290000000063,21.975999999936903,0
0.003,2,3,351,-4442.223000000066,22.042999999933272,0
0.003,2,4,422,-4441.907000000051,22.358999999948537,0
0.003,2,5,428,-4441.829000000062,22.436999999938052,0
0.003,2,6,377,-4441.362000000057,22.903999999942243,0
0.003,2,7,384,-4441.215000000047,23.050999999952182,0
0.003,2,8,395,-4440.753000000062,23.512999999938074,0
0.003,2,9,414,-4440.381000000065,23.884999999934735,0
0.003,2,10,390,-4440.221000000068,24.04499999993186,0
0.003,2,11,413,-4440.216000000065,24.0499999999347,0
0.003,2,12,359,-4439.899000000078,24.366999999921973,0
0.003,2,13,405,-4439.474000000074,24.791999999925793,0
0.003,2,14,417,-4439.192000000072,25.073999999927764,0
0.003,2,15,377,-4438.473000000074,25.792999999925996,0
0.003,2,16,379,-4438.34700000006,25.918999999939842,0
0.003,2,17,382,-4438.332000000065,25.933999999934713,0
0.003,2,18,366,-4438.260000000073,26.005999999926644,0
0.003,2,19,381,-4438.080000000058,26.185999999941487,0
0.003,2,20,386,-4438.020000000066,26.2459999999337,0
0.003,2,21,369,-4437.6980000000585,26.567999999941094,0
0.003,2,22,410,-4437.552000000057,26.713999999942644,0
0.003,2,23,375,-4437.51500000006,26.750999999939268,0
0.003,2,24,409,-4437.3990000000695,26.866999999930158,0
0.003,2,25,378,-4437.263000000064,27.002999999936037,0
0.003,2,26,395,-4437.227000000057,27.03899999994246,0
0.003,2,27,410,-4437.075000000066,27.19099999993341,0
0.003,2,28,395,-4436.804000000047,27.46199999995224,0
0.003,2,29,405,-4436.801000000059,27.46499999994103,0
0.003,2,30,402,-4436.594000000065,27.671999999934997,0
0.003,2,31,373,-4436.455000000058,27.810999999941487,0
0.003,2,32,378,-4436.38600000006,27.879999999939173,0
0.003,2,33,412,-4436.22800000007,28.037999999929525,0
0.003,2,34,372,-4436.203000000068,28.06299999993189,0
0.003,2,35,427,-4436.048000000073,28.217999999926178,0
0.003,2,36,402,-4435.747000000064,28.51899999993566,0
0.003,2,37,395,-4435.636000000046,28.629999999953725,0
0.003,2,38,396,-4435.50100000007,28.764999999929387,0
0.003,2,39,373,-4435.485000000075,28.78099999992446,0
0.003,2,40,408,-4435.30900000004,28.956999999959407,0
0.003,2,41,430,-4435.1530000000585,29.112999999941167,0
0.003,2,42,421,-4435.102000000061,29.163999999938824,0
0.003,2,43,385,-4435.017000000069,29.248999999930675,0
0.003,2,44,419,-4435.01500000007,29.250999999929263,0
0.003,2,45,392,-4435.005000000056,29.260999999944033,0
0.003,2,46,420,-4434.988000000072,29.277999999927488,0
0.003,2,47,396,-4434.900000000066,29.365999999933592,0
0.003,2,48,355,-4434.85400000006,29.411999999939326,0
0.003,2,49,424,-4434.802000000055,29.463999999944463,0
0.003,2,50,394,-4434.654000000064,29.611999999935506,0
0.003,2,51,405,-4434.51900000007,29.746999999929358,0
0.003,2,52,414,-4434.495000000065,29.770999999934247,0
0.003,2,53,406,-4434.381000000051,29.884999999948377,0
0.003,2,54,413,-4434.2910000000775,29.974999999922147,0
0.003,2,55,353,-4434.202000000055,30.063999999944826,0
0.003,2,56,393,-4433.972000000082,30.293999999918015,0
0.003,2,57,394,-4433.969000000056,30.296999999943182,0
0.003,2,58,370,-4433.866000000073,30.399999999926877,0
0.003,2,59,425,-4433.853000000051,30.412999999948624,0
0.003,2,60,387,-4433.846000000061,30.419999999938227,0
0.003,2,61,394,-4433.612000000075,30.653999999924963,0
0.003,2,62,418,-4433.369000000057,30.896999999942636,0
0.003,2,63,406,-4433.366000000054,30.899999999945976,0
0.003,2,64,422,-4433.309000000043,30.95699999995668,0
0.003,2,65,398,-4432.807000000063,31.458999999936168,0
0.003,2,66,403,-4432.351000000054,31.914999999945394,0
0.003,2,67,419,-4432.174000000056,32.091999999943255,0
0.003,2,68,391,-4431.999000000054,32.266999999945256,0
0.003,2,69,421,-4431.958000000071,32.30799999992905,0
0.003,2,70,426,-4431.949000000069,32.316999999930886,0
0.003,2,71,380,-4431.906000000057,32.359999999942374,0
0.003,2,72,429,-4431.730000000041,32.53599999995822,0
0.003,2,73,404,-4431.51000000007,32.75599999992937,0
0.003,2,74,389,-4431.065000000068,33.20099999993181,0
0.003,2,75,418,-4431.04800000006,33.21799999993982,0
0.003,2,76,405,-4430.453000000059,33.812999999940985,0
0.003,2,77,403,-4430.222000000084,34.043999999915286,0
0.003,2,78,410,-4430.19500000005,34.07099999994989,0
0.003,2,79,384,-4430.140000000057,34.125999999942906,0
0.003,2,80,373,-4430.083000000074,34.182999999925414,0
0.003,2,81,423,-4430.078000000065,34.18799999993462,0
0.003,2,82,436,-4429.583000000056,34.682999999943604,0
0.003,2,83,422,-4429.177000000076,35.088999999923544,0
0.003,2,84,414,-4429.0990000000675,35.16699999993216,0
