alpha,instance_id,read_idx,hd,energy,delta_energy,is_target
0.01,3,51,279,-4526.020000000566,39.40999999943415,0
0.01,3,52,286,-4526.000000000561,39.42999999943913,0
0.01,3,53,309,-4526.00000000056,39.42999999944004,0
0.01,3,54,291,-4525.900000000561,39.5299999994395,0
0.01,3,55,279,-4525.900000000561,39.5299999994395,0
0.01,3,56,284,-4525.8800000005795,39.549999999420834,0
0.01,3,57,307,-4525.760000000569,39.66999999943164,0
0.01,3,58,302,-4525.660000000559,39.7699999994411,0
0.01,3,59,270,-4525.640000000579,39.789999999421525,0
0.01,3,60,278,-4525.5500000005495,39.879999999450774,0
0.01,3,61,290,-4525.240000000559,40.18999999944117,0
0.01,3,62,282,-4525.120000000576,40.30999999942469,0
0.01,3,63,299,-4525.05000000056,40.37999999943986,0
0.01,3,64,287,-4524.950000000578,40.479999999422034,0
0.01,3,65,289,-4524.550000000563,40.87999999943713,0
0.01,3,66,294,-4524.5300000005545,40.899999999445754,0
0.01,3,67,300,-4524.500000000563,40.929999999437314,0
0.01,3,68,300,-4524.400000000553,41.02999999944768,0
0.01,3,69,301,-4524.2100000005485,41.21999999945183,0
0.01,3,70,300,-4523.8300000005565,41.59999999944375,0
0.01,3,71,289,-4523.800000000574,41.62999999942622,0
0.01,3,72,290,-4523.660000000558,41.76999999944201,0
0.01,3,73,310,-4523.660000000559,41.7699999994411,0
0.01,3,74,293,-4523.590000000563,41.83999999943717,0
0.01,3,75,302,-4523.550000000545,41.87999999945532,0
0.01,3,76,289,-4523.420000000576,42.00999999942451,0
0.01,3,77,270,-4523.380000000561,42.049999999439024,0
0.01,3,78,295,-4523.140000000555,42.28999999944517,0
0.01,3,79,317,-4522.970000000537,42.459999999463435,0
0.01,3,80,299,-4522.890000000553,42.53999999944699,0
0.01,3,81,307,-4522.88000000056,42.54999999943993,0
0.01,3,82,305,-4522.7300000005425,42.69999999945776,0
0.01,3,83,305,-4522.720000000552,42.70999999944797,0
0.01,3,84,317,-4522.380000000551,43.04999999944903,0
0.01,3,85,312,-4522.050000000535,43.379999999465326,0
0.01,3,86,311,-4521.900000000551,43.5299999994495,0
0.01,3,87,292,-4521.450000000552,43.97999999944841,0
0.01,3,88,295,-4521.290000000564,44.13999999943644,0
0.01,3,89,300,-4521.28000000056,44.1499999994403,0
0.01,3,90,310,-4521.200000000551,44.22999999944932,0
0.01,3,91,304,-4521.070000000554,44.3599999994467,0
0.01,3,92,299,-4520.330000000566,45.09999999943466,0
0.01,3,93,303,-4520.21000000056,45.219999999440006,0
0.01,3,94,297,-4520.030000000548,45.39999999945212,0
0.01,3,95,307,-4519.62000000057,45.80999999943015,0
0.01,3,96,292,-4519.030000000551,46.39999999944939,0
0.01,3,97,322,-4518.9300000005405,46.49999999945976,0
0.01,3,98,281,-4518.830000000578,46.599999999421925,0
0.01,3,99,318,-4518.720000000555,46.709999999445245,0
0.02,3,0,144,-4784.42000000049,31.439999999509382,0
0.02,3,1,147,-4782.340000000507,33.51999999949294,0
0.02,3,2,158,-4782.3400000005,33.519999999499305,0
0.02,3,3,161,-4781.3800000004885,34.479999999511165,0
0.02,3,4,161,-4781.12000000049,34.739999999509564,0
0.02,3,5,159,-4781.06000000049,34.799999999509964,0
0.02,3,6,163,-4780.380000000487,35.479999999512984,0
0.02,3,7,154,-4780.200000000494,35.659999999506,0
0.02,3,8,157,-4779.680000000486,36.17999999951371,0
0.02,3,9,163,-4779.660000000497,36.199999999502324,0
0.02,3,10,166,-4779.140000000488,36.719999999511856,0
0.02,3,11,154,-4779.080000000485,36.779999999514985,0
0.02,3,12,152,-4779.0000000004975,36.85999999950218,0
0.02,3,13,170,-4778.880000000493,36.97999999950662,0
0.02,3,14,151,-4778.860000000497,36.999999999502506,0
0.02,3,15,153,-4778.280000000487,37.57999999951244,0
0.02,3,16,177,-4778.080000000474,37.7799999995259,0
0.02,3,17,169,-4778.060000000489,37.799999999510874,0
0.02,3,18,168,-4777.960000000492,37.8999999995076,0
0.02,3,19,155,-4777.880000000497,37.97999999950298,0
0.02,3,20,163,-4777.820000000496,38.03999999950338,0
0.02,3,21,166,-4777.740000000497,38.1199999995024,0
0.02,3,22,166,-4777.580000000504,38.279999999495885,0
0.02,3,23,173,-4777.540000000476,38.31999999952404,0
0.02,3,24,178,-4777.480000000492,38.37999999950807,0
0.02,3,25,165,-4777.420000000484,38.43999999951575,0
0.02,3,26,165,-4777.360000000491,38.49999999950887,0
0.02,3,27,166,-4777.320000000494,38.53999999950611,0
0.02,3,28,161,-4777.14000000049,38.71999999951004,0
0.02,3,29,162,-4777.140000000497,38.71999999950276,0
0.02,3,30,164,-4777.120000000481,38.73999999951866,0
0.02,3,31,158,-4777.100000000499,38.759999999500906,0
0.02,3,32,174,-4777.080000000489,38.77999999951044,0
0.02,3,33,187,-4777.000000000485,38.85999999951491,0
0.02,3,34,154,-4776.940000000482,38.91999999951804,0
0.02,3,35,159,-4776.920000000484,38.93999999951575,0
0.02,3,36,162,-4776.720000000478,39.13999999952193,0
0.02,3,37,166,-4776.6400000004805,39.21999999951913,0
0.02,3,38,172,-4776.560000000495,39.29999999950451,0
0.02,3,39,176,-4776.440000000478,39.41999999952168,0
0.02,3,40,163,-4776.3200000004845,39.5399999995152,0
0.02,3,41,161,-4776.2600000004895,39.599999999510146,0
0.02,3,42,162,-4776.2000000004955,39.65999999950418,0
0.02,3,43,179,-4776.160000000478,39.699999999521424,0
0.02,3,44,169,-4776.000000000499,39.85999999950036,0
0.02,3,45,179,-4776.000000000484,39.85999999951582,0
0.02,3,46,162,-4775.980000000492,39.87999999950807,0
0.02,3,47,158,-4775.560000000489,40.299999999510874,0
0.02,3,48,181,-4775.5400000004865,40.31999999951313,0
0.02,3,49,174,-4775.520000000484,40.339999999515385,0
0.02,3,50,174,-4775.200000000482,40.65999999951782,0
0.02,3,51,173,-4775.200000000493,40.65999999950691,0
0.02,3,52,161,-4775.100000000504,40.75999999949545,0
0.02,3,53,168,-4775.080000000491,40.77999999950862,0
0.02,3,54,184,-4774.940000000485,40.9199999995144,0
0.02,3,55,172,-4774.920000000475,40.939999999524844,0
0.02,3,56,169,-4774.860000000485,40.99999999951433,0
0.02,3,57,177,-4774.740000000485,41.11999999951422,0
0.02,3,58,162,-4774.560000000487,41.29999999951269,0
0.02,3,59,178,-4774.480000000482,41.37999999951808,0
0.02,3,60,169,-4774.160000000492,41.69999999950778,0
0.02,3,61,176,-4774.0800000004865,41.779999999513166,0
0.02,3,62,198,-4773.600000000466,42.25999999953365,0
0.02,3,63,164,-4773.580000000482,42.27999999951771,0
0.02,3,64,177,-4773.400000000475,42.45999999952437,0
0.02,3,65,175,-4773.400000000484,42.459999999515276,0
0.02,3,66,180,-4773.080000000487,42.779999999512256,0
0.02,3,67,179,-4773.000000000483,42.85999999951673,0
0.02,3,68,175,-4772.920000000489,42.93999999951029,0
0.02,3,69,178,-4772.620000000476,43.239999999524116,0
0.02,3,70,182,-4772.600000000493,43.25999999950636,0
0.02,3,71,166,-4772.500000000498,43.35999999950127,0
0.02,3,72,168,-4772.480000000481,43.379999999518986,0
0.02,3,73,177,-4772.280000000476,43.57999999952335,0
0.02,3,74,178,-4772.280000000493,43.57999999950698,0
0.02,3,75,185,-4772.140000000483,43.7199999995164,0
0.02,3,76,168,-4772.020000000481,43.83999999951902,0
0.02,3,77,179,-4771.720000000481,44.139999999518295,0
0.02,3,78,174,-4771.52000000049,44.33999999950993,0
0.02,3,79,179,-4771.460000000474,44.39999999952579,0
0.02,3,80,182,-4771.200000000476,44.65999999952328,0
0.02,3,81,185,-4770.580000000498,45.27999999950134,0
0.02,3,82,180,-4770.5800000004765,45.27999999952317,0
0.02,3,83,181,-4770.52000000048,45.33999999951993,0
0.02,3,84,180,-4770.520000000484,45.339999999515385,0
0.02,3,85,165,-4770.400000000482,45.459999999518004,0
0.02,3,86,195,-4770.380000000468,45.47999999953208,0
0.02,3,87,181,-4770.300000000487,45.55999999951291,0
0.02,3,88,176,-4770.260000000463,45.59999999953652,0
0.02,3,89,175,-4769.500000000501,46.35999999949854,0
0.02,3,90,199,-4769.4600000004675,46.399999999532156,0
0.02,3,91,165,-4769.400000000498,46.45999999950163,0
0.02,3,92,175,-4768.680000000482,47.17999999951735,0
0.02,3,93,170,-4768.640000000497,47.21999999950276,0
0.02,3,94,190,-4768.640000000476,47.21999999952368,0
0.02,3,95,178,-4767.88000000047,47.979999999529355,0
0.02,3,96,186,-4767.280000000491,48.5799999995088,0
0.02,3,97,192,-4767.060000000478,48.79999999952179,0
0.02,3,98,175,-4766.600000000491,49.25999999950909,0
0.02,3,99,195,-4765.960000000482,49.899999999517604,0
0.0,4,0,475,-4432.0,20.0,0
0.0,4,1,412,-4431.0,21.0,0
0.0,4,2,452,-4431.0,21.0,0
0.0,4,3,438,-4430.0,22.0,0
0.0,4,4,480,-4429.0,23.0,0
0.0,4,5,494,-4428.0,24.0,0
0.0,4,6,506,-4428.0,24.0,0
0.0,4,7,458,-4428.0,24.0,0
0.0,4,8,429,-4428.0,24.0,0
0.0,4,9,475,-4428.0,24.0,0
0.0,4,10,446,-4427.0,25.0,0
0.0,4,11,497,-4427.0,25.0,0
0.0,4,12,505,-4427.0,25.0,0
0.0,4,13,481,-4427.0,25.0,0
0.0,4,14,480,-4427.0,25.0,0
0.0,4,15,479,-4427.0,25.0,0
0.0,4,16,484,-4427.0,25.0,0
0.0,4,17,468,-4427.0,25.0,0
0.0,4,18,494,-4426.0,26.0,0
0.0,4,19,496,-4426.0,26.0,0
0.0,4,20,458,-4425.0,27.0,0
0.0,4,21,459,-4425.0,27.0,0
0.0,4,22,499,-4425.0,27.0,0
0.0,4,23,484,-4425.0,27.0,0
0.0,4,24,498,-4425.0,27.0,0
0.0,4,25,517,-4425.0,27.0,0
0.0,4,26,464,-4424.0,28.0,0
0.0,4,27,462,-4424.0,28.0,0
0.0,4,28,451,-4424.0,28.0,0
0.0,4,29,507,-4424.0,28.0,0
0.0,4,30,460,-4424.0,28.0,0
0.0,4,31,473,-4424.0,28.0,0
0.0,4,32,528,-4423.0,29.0,0
0.0,4,33,471,-4423.0,29.0,0
0.0,4,34,501,-4423.0,29.0,0
0.0,4,35,468,-4423.0,29.0,0
0.0,4,36,470,-4423.0,29.0,0
0.0,4,37,465,-4423.0,29.0,0
0.0,4,38,471,-4423.0,29.0,0
0.0,4,39,508,-4423.0,29.0,0
0.0,4,40,477,-4423.0,29.0,0
0.0,4,41,455,-4423.0,29.0,0
0.0,4,42,512,-4422.0,30.0,0
0.0,4,43,473,-4422.0,30.0,0
0.0,4,44,512,-4422.0,30.0,0
0.0,4,45,497,-4422.0,30.0,0
0.0,4,46,479,-4422.0,30.0,0
0.0,4,47,444,-4422.0,30.0,0
0.0,4,48,490,-4422.0,30.0,0
0.0,4,49,529,-4422.0,30.0,0
0.0,4,50,493,-4422.0,30.0,0
0.0,4,51,479,-4421.0,31.0,0
0.0,4,52,469,-4421.0,31.0,0
0.0,4,53,506,-4421.0,31.0,0
0.0,4,54,480,-4421.0,31.0,0
0.0,4,55,509,-4421.0,31.0,0
0.0,4,56,455,-4421.0,31.0,0
0.0,4,57,486,-4421.0,31.0,0
0.0,4,58,495,-4420.0,32.0,0
0.0,4,59,474,-4420.0,32.0,0
0.0,4,60,494,-4420.0,32.0,0
0.0,4,61,527,-4420.0,32.0,0
0.0,4,62,493,-4420.0,32.0,0
0.0,4,63,509,-4420.0,32.0,0
0.0,4,64,501,-4420.0,32.0,0
0.0,4,65,523,-4420.0,32.0,0
0.0,4,66,495,-4420.0,32.0,0
0.0,4,67,508,-4419.0,33.0,0
0.0,4,68,480,-4419.0,33.0,0
0.0,4,69,498,-4419.0,33.0,0
0.0,4,70,513,-4419.0,33.0,0
0.0,4,71,508,-4419.0,33.0,0
0.0,4,72,467,-4419.0,33.0,0
0.0,4,73,477,-4419.0,33.0,0
0.0,4,74,481,-4419.0,33.0,0
0.0,4,75,486,-4418.0,34.0,0
0.0,4,76,485,-4418.0,34.0,0
0.0,4,77,479,-4418.0,34.0,0
0.0,4,78,456,-4418.0,34.0,0
0.0,4,79,518,-4418.0,34.0,0
0.0,4,80,457,-4417.0,35.0,0
0.0,4,81,485,-4417.0,35.0,0
0.0,4,82,504,-4417.0,35.0,0
0.0,4,83,523,-4417.0,35.0,0
0.0,4,84,485,-4416.0,36.0,0
0.0,4,85,478,-4416.0,36.0,0
0.0,4,86,499,-4416.0,36.0,0
0.0,4,87,529,-4416.0,36.0,0
0.0,4,88,490,-4415.0,37.0,0
0.0,4,89,490,-4415.0,37.0,0
0.0,4,90,502,-4414.0,38.0,0
0.0,4,91,523,-4413.0,39.0,0
0.0,4,92,503,-4413.0,39.0,0
0.0,4,93,492,-4413.0,39.0,0
0.0,4,94,499,-4413.0,39.0,0
0.0,4,95,503,-4412.0,40.0,0
0.0,4,96,493,-4410.0,42.0,0
0.0,4,97,501,-4410.0,42.0,0
0.0,4,98,507,-4410.0,42.0,0
0.0,4,99,513,-4408.0,44.0,0
0.001,4,0,439,-4450.392000000393,25.41999999960717,0
0.001,4,1,460,-4450.210000000371,25.601999999628788,0
0.001,4,2,457,-4446.287000000394,29.524999999605825,0
0.001,4,3,473,-4445.148000000373,30.663999999626867,0
0.001,4,4,482,-4445.122000000376,30.68999999962398,0
0.001,4,5,447,-4444.36900000038,31.442999999620042,0
0.001,4,6,434,-4443.522000000379,32.289999999620704,0
0.001,4,7,447,-4443.331000000372,32.480999999627784,0
0.001,4,8,467,-4443.189000000377,32.62299999962306,0
0.001,4,9,475,-4443.136000000374,32.675999999625674,0
0.001,4,10,482,-4442.967000000383,32.84499999961645,0
0.001,4,11,496,-4442.943000000366,32.86899999963407,0
0.001,4,12,457,-4442.22900000037,33.582999999629465,0
0.001,4,13,472,-4442.177000000387,33.63499999961277,0
0.001,4,14,481,-4442.0590000003685,33.752999999631356,0
0.001,4,15,495,-4441.885000000378,33.92699999962224,0
0.001,4,16,456,-4441.265000000356,34.54699999964396,0
0.001,4,17,478,-4440.930000000381,34.88199999961853,0
0.001,4,18,434,-4440.48000000039,35.33199999961016,0
0.001,4,19,446,-4440.472000000403,35.33999999959724,0
0.001,4,20,444,-4440.438000000383,35.3739999996169,0
0.001,4,21,486,-4440.019000000382,35.79299999961768,0
0.001,4,22,420,-4439.620000000391,36.191999999608925,0
0.001,4,23,451,-4439.414000000381,36.39799999961906,0
0.001,4,24,450,-4439.340000000374,36.47199999962595,0
0.001,4,25,444,-4439.337000000396,36.474999999603824,0
0.001,4,26,461,-4439.307000000377,36.50499999962267,0
0.001,4,27,471,-4439.234000000372,36.57799999962754,0
0.001,4,28,463,-4439.204000000363,36.607999999637286,0
0.001,4,29,462,-4439.187000000389,36.624999999610736,0
0.001,4,30,480,-4439.168000000373,36.64399999962734,0
0.001,4,31,479,-4439.11000000038,36.70199999962006,0
0.001,4,32,479,-4439.059000000382,36.752999999617714,0
0.001,4,33,476,-4439.031000000365,36.78099999963524,0
0.001,4,34,488,-4439.003000000365,36.80899999963458,0
0.001,4,35,490,-4438.9290000003675,36.882999999632375,0
0.001,4,36,427,-4438.5900000003885,37.2219999996114,0
0.001,4,37,436,-4438.449000000376,37.36299999962375,0
0.001,4,38,451,-4438.395000000376,37.41699999962384,0
0.001,4,39,450,-4438.266000000389,37.54599999961101,0
0.001,4,40,473,-4438.1300000003575,37.68199999964236,0
0.001,4,41,494,-4437.907000000363,37.90499999963686,0
0.001,4,42,496,-4437.831000000363,37.98099999963688,0
0.001,4,43,420,-4437.675000000389,38.13699999961045,0
0.001,4,44,464,-4437.2010000003775,38.610999999622436,0
0.001,4,45,465,-4437.191000000388,38.62099999961174,0
0.001,4,46,479,-4437.089000000358,38.722999999641615,0
0.001,4,47,476,-4437.071000000374,38.74099999962618,0
0.001,4,48,485,-4437.035000000374,38.77699999962624,0
0.001,4,49,510,-4436.819000000367,38.99299999963296,0
0.001,4,50,510,-4436.762000000382,39.049999999618194,0
0.001,4,51,471,-4436.122000000359,39.68999999964126,0
0.001,4,52,482,-4436.057000000379,39.75499999962085,0
0.001,4,53,487,-4436.05100000037,39.76099999963026,0
0.001,4,54,492,-4435.905000000362,39.906999999638174,0
0.001,4,55,504,-4435.844000000359,39.9679999996406,0
0.001,4,56,433,-4435.422000000387,40.38999999961288,0
0.001,4,57,444,-4435.3230000003705,40.488999999629414,0
0.001,4,58,460,-4435.202000000373,40.60999999962678,0
0.001,4,59,466,-4435.1640000003745,40.647999999625426,0
0.001,4,60,475,-4435.091000000375,40.72099999962484,0
0.001,4,61,485,-4435.039000000367,40.7729999996327,0
0.001,4,62,484,-4435.026000000377,40.78599999962262,0
0.001,4,63,481,-4434.867000000364,40.94499999963591,0
0.001,4,64,448,-4434.41900000039,41.392999999609856,0
0.001,4,65,462,-4434.226000000378,41.58599999962189,0
0.001,4,66,475,-4434.135000000371,41.676999999628606,0
0.001,4,67,474,-4434.092000000372,41.71999999962827,0
0.001,4,68,481,-4433.999000000367,41.812999999632666,0
0.001,4,69,498,-4433.845000000371,41.96699999962857,0
0.001,4,70,502,-4433.7660000003525,42.04599999964739,0
0.001,4,71,459,-4433.31700000038,42.49499999961972,0
0.001,4,72,468,-4433.196000000377,42.615999999622545,0
0.001,4,73,482,-4433.030000000371,42.78199999962908,0
0.001,4,74,494,-4432.860000000358,42.951999999641885,0
0.001,4,75,515,-4432.736000000358,43.07599999964168,0
0.001,4,76,421,-4432.643000000385,43.16899999961515,0
0.001,4,77,475,-4432.158000000369,43.653999999631196,0
0.001,4,78,474,-4432.088000000371,43.723999999629086,0
0.001,4,79,490,-4431.961000000375,43.850999999624946,0
0.001,4,80,514,-4431.745000000374,44.066999999626205,0
0.001,4,81,443,-4431.347000000371,44.46499999962907,0
0.001,4,82,485,-4430.990000000364,44.82199999963632,0
0.001,4,83,495,-4430.932000000358,44.87999999964177,0
0.001,4,84,495,-4430.879000000367,44.93299999963256,0
0.001,4,85,514,-4430.793000000378,45.01899999962188,0
0.001,4,86,463,-4430.141000000373,45.670999999626474,0
0.001,4,87,480,-4430.054000000383,45.757999999616914,0
0.001,4,88,461,-4429.267000000377,46.54499999962263,0
0.001,4,89,470,-4429.189000000383,46.622999999616695,0
0.001,4,90,466,-4429.1420000003955,46.66999999960444,0
0.001,4,91,509,-4428.737000000393,47.074999999606916,0
0.001,4,92,468,-4428.239000000378,47.57299999962197,0
0.001,4,93,467,-4428.113000000361,47.698999999638545,0
0.001,4,94,460,-4427.3500000004,48.461999999600266,0
0.001,4,95,502,-4424.842000000352,50.96999999964828,0
0.001,4,96,465,-4423.279000000388,52.532999999612,0
0.001,4,97,494,-4422.921000000363,52.89099999963673,0
0.001,4,98,511,-4422.775000000378,53.03699999962191,0
0.001,4,99,492,-4421.901000000376,53.91099999962353,0
0.003,4,0,395,-4501.652000000053,21.7839999999469,0
0.003,4,1,368,-4497.285000000036,26.15099999996346,0
0.003,4,2,370,-4496.720000000037,26.71599999996306,0
0.003,4,3,380,-4496.222000000031,27.21399999996902,0
0.003,4,4,412,-4494.451000000045,28.984999999955107,0
0.003,4,5,387,-4493.919000000025,29.51699999997436,0
0.003,4,6,387,-4493.751000000051,29.68499999994856,0
0.003,4,7,437,-4493.428000000041,30.007999999958884,0
0.003,4,8,416,-4493.139000000049,30.296999999950458,0
0.003,4,9,399,-4492.769000000027,30.666999999973086,0
0.003,4,10,393,-4492.757000000041,30.67899999995825,0
0.003,4,11,425,-4491.770000000053,31.665999999946507,0
0.003,4,12,427,-4491.5570000000525,31.878999999947155,0
0.003,4,13,408,-4491.217000000048,32.21899999995185,0
0.003,4,14,419,-4491.115000000047,32.32099999995262,0
0.003,4,15,422,-4491.013000000047,32.42299999995248,0
0.003,4,16,403,-4490.703000000049,32.73299999995106,0
0.003,4,17,400,-4490.631000000043,32.804999999956635,0
0.003,4,18,435,-4490.356000000043,33.07999999995627,0
0.003,4,19,404,-4490.247000000048,33.1889999999521,0
0.003,4,20,370,-4490.171000000034,33.26499999996577,0
0.003,4,21,403,-4489.64600000003,33.78999999996995,0
0.003,4,22,398,-4489.640000000044,33.79599999995571,0
0.003,4,23,371,-4489.570000000051,33.865999999949054,0
0.003,4,24,442,-4489.32000000002,34.11599999997998,0
0.003,4,25,412,-4489.238000000038,34.19799999996212,0
0.003,4,26,415,-4489.16300000005,34.272999999950116,0
0.003,4,27,409,-4489.064000000048,34.371999999952095,0
0.003,4,28,395,-4488.733000000045,34.702999999954955,0
0.003,4,29,440,-4488.566000000053,34.86999999994714,0
0.003,4,30,404,-4488.4780000000155,34.95799999998417,0
0.003,4,31,377,-4488.057000000038,35.37899999996171,0
0.003,4,32,388,-4487.922000000026,35.51399999997375,0
0.003,4,33,419,-4487.818000000048,35.61799999995128,0
0.003,4,34,424,-4487.635000000039,35.80099999996037,0
0.003,4,35,415,-4487.226000000042,36.20999999995729,0
0.003,4,36,486,-4487.129000000046,36.306999999953405,0
0.003,4,37,394,-4486.949000000043,36.486999999956424,0
0.003,4,38,371,-4486.561000000057,36.8749999999427,0
0.003,4,39,408,-4486.466000000052,36.969999999947504,0
0.003,4,40,416,-4486.1960000000445,37.23999999995522,0
0.003,4,41,453,-4486.092000000033,37.3439999999664,0
0.003,4,42,429,-4485.887000000033,37.54899999996633,0
0.003,4,43,391,-4485.715000000036,37.72099999996408,0
0.003,4,44,439,-4485.698000000053,37.737999999946624,0
0.003,4,45,429,-4485.683000000044,37.752999999956046,0
0.003,4,46,379,-4485.441000000047,37.9949999999526,0
0.003,4,47,413,-4485.166000000037,38.26999999996315,0
0.003,4,48,415,-4484.962000000038,38.47399999996196,0
0.003,4,49,433,-4484.7130000000325,38.722999999967215,0
0.003,4,50,405,-4484.334000000036,39.10199999996348,0
0.003,4,51,445,-4484.248000000037,39.18799999996281,0
0.003,4,52,425,-4483.923000000048,39.51299999995172,0
0.003,4,53,423,-4483.90800000005,39.527999999949316,0
0.003,4,54,440,-4483.617000000052,39.818999999947664,0
0.003,4,55,431,-4483.533000000047,39.902999999952954,0
0.003,4,56,407,-4483.499000000056,39.93699999994351,0
0.003,4,57,418,-4483.316000000047,40.1199999999526,0
0.003,4,58,420,-4483.121000000054,40.31499999994594,0
0.003,4,59,420,-4482.932000000051,40.503999999948974,0
0.003,4,60,428,-4482.82400000004,40.61199999996006,0
0.003,4,61,385,-4482.790000000058,40.64599999994152,0
0.003,4,62,403,-4482.616000000039,40.8199999999606,0
0.003,4,63,438,-4482.437000000058,40.99899999994159,0
0.003,4,64,380,-4482.300000000046,41.13599999995404,0
0.003,4,65,418,-4482.163000000059,41.27299999994102,0
0.003,4,66,370,-4482.108000000023,41.32799999997678,0
0.003,4,67,393,-4481.81700000005,41.618999999949665,0
0.003,4,68,431,-4481.64400000004,41.791999999959444,0
0.003,4,69,391,-4481.481000000041,41.954999999959,0
0.003,4,70,411,-4481.469000000035,41.96699999996508,0
0.003,4,71,405,-4481.385000000026,42.05099999997401,0
0.003,4,72,405,-4481.340000000038,42.09599999996135,0
0.003,4,73,444,-4481.1580000000395,42.27799999996023,0
0.003,4,74,455,-4480.819000000052,42.61699999994744,0
0.003,4,75,433,-4480.587000000044,42.848999999955595,0
0.003,4,76,411,-4480.232000000061,43.20399999993879,0
0.003,4,77,417,-4480.205000000044,43.23099999995611,0
0.003,4,78,420,-4480.0790000000325,43.35699999996723,0
0.003,4,79,435,-4479.839000000044,43.5969999999561,0
0.003,4,80,433,-4479.74900000005,43.686999999949876,0
0.003,4,81,409,-4479.373000000023,44.062999999976455,0
0.003,4,82,454,-4479.074000000047,44.361999999952786,0
0.003,4,83,392,-4478.790000000032,44.6459999999679,0
0.003,4,84,429,-4477.923000000035,45.51299999996445,0
0.003,4,85,435,-4477.617000000042,45.81899999995767,0
0.003,4,86,410,-4477.577000000055,45.8589999999449,0
0.003,4,87,399,-4476.649000000033,46.78699999996661,0
0.003,4,88,453,-4476.125000000043,47.31099999995695,0
0.003,4,89,456,-4476.032000000052,47.4039999999477,0
0.003,4,90,470,-4475.6300000000565,47.8059999999432,0
0.003,4,91,445,-4475.470000000043,47.96599999995669,0
0.003,4,92,411,-4475.1300000000465,48.3059999999532,0
0.003,4,93,448,-4475.1100000000515,48.32599999994818,0
0.003,4,94,424,-4474.890000000046,48.54599999995389,0
0.003,4,95,443,-4474.881000000042,48.554999999957545,0
0.003,4,96,470,-4473.930000000051,49.50599999994847,0
0.003,4,97,435,-4473.560000000047,49.87599999995291,0
0.003,4,98,423,-4471.034000000041,52.401999999959116,0
0.003,4,99,414,-4468.127000000057,55.3089999999429,0
0.005,4,0,350,-4542.665000000583,28.39499999941745,0
0.005,4,1,349,-4540.80500000059,30.254999999410757,0
0.005,4,2,354,-4539.915000000589,31.144999999411084,0
0.005,4,3,354,-4539.815000000586,31.244999999414176,0
0.005,4,4,344,-4538.940000000598,32.11999999940235,0
0.005,4,5,332,-4538.6550000005955,32.404999999404936,0
0.005,4,6,366,-4538.475000000587,32.58499999941341,0
0.005,4,7,353,-4537.565000000585,33.494999999415086,0
0.005,4,8,392,-4536.235000000575,34.82499999942502,0
0.005,4,9,349,-4536.060000000587,34.999999999413376,0
0.005,4,10,365,-4535.745000000587,35.314999999412976,0
0.005,4,11,348,-4535.685000000583,35.374999999417014,0
0.005,4,12,356,-4535.650000000594,35.409999999405954,0
0.005,4,13,367,-4535.405000000582,35.65499999941858,0
0.005,4,14,368,-4534.980000000598,36.07999999940239,0
0.005,4,15,360,-4534.930000000583,36.12999999941712,0
0.005,4,16,341,-4534.490000000587,36.569999999413085,0
0.005,4,17,329,-4534.260000000591,36.79999999940901,0
0.005,4,18,356,-4534.190000000595,36.86999999940508,0
0.005,4,19,370,-4534.030000000574,37.029999999426764,0
0.005,4,20,371,-4533.825000000579,37.234999999421234,0
0.005,4,21,348,-4533.800000000583,37.25999999941723,0
0.005,4,22,398,-4533.355000000571,37.704999999429674,0
0.005,4,23,373,-4532.940000000579,38.11999999942145,0
0.005,4,24,355,-4532.615000000587,38.444999999413085,0
0.005,4,25,357,-4532.585000000591,38.47499999940919,0
0.005,4,26,381,-4532.3500000005715,38.709999999428874,0
0.005,4,27,354,-4532.280000000584,38.77999999941676,0
0.005,4,28,352,-4532.235000000583,38.82499999941774,0
0.005,4,29,375,-4531.695000000583,39.364999999417705,0
0.005,4,30,395,-4531.680000000579,39.37999999942167,0
0.005,4,31,357,-4531.510000000593,39.54999999940719,0
0.005,4,32,384,-4531.225000000576,39.834999999424326,0
0.005,4,33,384,-4531.195000000587,39.86499999941316,0
0.005,4,34,379,-4531.120000000576,39.9399999994248,0
0.005,4,35,354,-4531.080000000591,39.9799999994093,0
0.005,4,36,392,-4530.860000000569,40.199999999431384,0
0.005,4,37,343,-4530.74500000059,40.31499999941025,0
0.005,4,38,389,-4530.7400000005755,40.31999999942491,0
0.005,4,39,406,-4530.595000000576,40.464999999424435,0
0.005,4,40,382,-4530.320000000581,40.739999999419524,0
0.005,4,41,383,-4529.855000000586,41.20499999941421,0
0.005,4,42,384,-4529.825000000565,41.234999999435786,0
0.005,4,43,348,-4528.930000000604,42.129999999396205,0
0.005,4,44,369,-4528.900000000575,42.159999999425054,0
0.005,4,45,327,-4528.830000000596,42.229999999404754,0
0.005,4,46,338,-4528.580000000599,42.479999999401116,0
0.005,4,47,363,-4528.565000000593,42.49499999940781,0
0.005,4,48,357,-4528.52000000059,42.53999999941061,0
0.005,4,49,370,-4528.395000000587,42.66499999941334,0
0.005,4,50,359,-4528.320000000576,42.73999999942407,0
0.005,4,51,367,-4528.305000000581,42.75499999941985,0
0.005,4,52,385,-4528.270000000573,42.78999999942698,0
0.005,4,53,385,-4528.210000000578,42.849999999422835,0
0.005,4,54,366,-4528.04000000057,43.01999999943018,0
